"headline","content","newspaper","date","combined_text","model_0_topic","model_0_topic_label","model_0_prob","model_1_topic","model_1_topic_label","model_1_prob","model_2_topic","model_2_topic_label","model_2_prob"
"Fiscalización laboral","-18- Economía El trabajo informal es tierra de nadie cin laboral e rs scif  390 Inspectores en la Sunafil  a lis acs Fs  270 inspectores auxiliares (tienen competencia para constatción de des-pidios y pago de beneficios sociales)  100 inspectores de trabajo (facultad de supervisión de todo tipo de empres-as)  20 supervisores inspectores (máxima categoría)  Insuficiente ● En el Perú existen múltiples instituciones que velan por los derecho-s laborales ● Ninguna tiene competencias ni recursos suficientes para enfren-tar a las empresas informales. viviana glvez crdova  La inspección laboral en el país tiene aún un largo camino para consoli-darse. La creación en el 2012 de la Superintendencia Nacional de Fi-s-calización Laboral (Sunafil) ha sido insuficiente para combatir la inforna-li-dad, pero un dolor de cabeza para muchas empresas formales. El incen-di-o en Las Malvinas, que cobró la vida de al menos dos trabajadores en-con-trados en contenedores, permitió visualizar la gravedad del problema. En la o-tra-fábri-ca Nicoliní hay 2.000 empresas con registro RUC, y según información preli-minar más del 95 % son microempresas, detalló a El Comercio Sylvina Cer-rés, titular de la Sunafil. Según la legislación actual, la fiscalización la-bo-ra-l de las compañías inscriptas en el Registro Nacional de la Micro y Pe-quena Empresa (Remype) en Lima Metropolitana es competencia del Mi-niste-ro de Trabajo (Mintra), no de la Sunafil, la cual se ocupa única-men-te de las medianas y grandes empresas del ámbito nacional. Y el Minstra sólo tiene seis inspectores laborales.  En el resto del país, las microempresas y pequeñas empresas –que representan el 99,5 % del universo empresarial del país, según Contribuye-dores por Respecto– son de competencia de los gobiernos regionales. Estas instituciones no tienen los recursos económicos ni huma-nos para desarrollar su labor fiscalizadora. De aquí que la Sunafil haya distin-guido a 81 de sus inspectores auxiliares a estas entidades para ayudar-la-s, precisó Ccrés.  En una entrevista radial el fin de semana, Alfonso Gradós, titula-rio del Mintra, criticó esta fragmentación de la fiscalización laboral.  —Ámbito limitado— Gradós señaló que se cuentan con 465 inspectores laborales en el país, mientras que la población económicamente activa suma 16,5 mi-llo-nes. Por eso, el jurista Jorge To-yama apunta que se necesitan por lo menos 2.000 inspectores, según recomendaciones de la Orga-nización Internacional del Tra-bajo. Aunque así sea, disminui-r significativamente los niveles de informalidad laboral en el país no depende-exclusivamente del incremen-to de la cantidad de inspectores laborales. Ccrés explicó que tanto la Sunafi-l como los gobiernos regionales y el Mintra están limitados a abordar ca-so-s-de-companías-formales-que-vulneren-derech-os-laborales-pero-no-puede-hacen-lo ante una empresa informal. Es deci-r, su labor solo afecta al 30 % de la fuerza laboral.  Esta situación se debe a que los organismos con responsabilidades in-spec-toras-se-guidan-por-planillas-ele-crónicas-y-RUC.-Quienes-no-aparecen-en-éstos-registros son-em-presas-informa-les-puras-y-requi-ren-un-aestratégia-inter-sectorial-na-ciona-l.Estas-son-la-majoría-del-pais,-explic-Ccrés.  La conclusión es tan dura como la tragedia de la galera Nicolini: no existe una entidad específica y con competencias para vigilar por los dere-chos laborales de los trabaja-dores de empresas informales.  —Denunciass-resourcess— Se requiere el apoyo de los mismos trabajadores, afirmó Gradós el fi-ne de semana. Destacó, por ejem-plo, que no recibió ninguna denuncia de los empleados en los almace-nes quemados en Las Ma-lvinas sobre sus condiciones laborales.  Este detalle es importante, puesto que, por ejemplo, el 70 % de ins-pecciones laborales de la Sunafil responden a denuncias. Esto es simila-r a lo ocurrido en otros países, según Toyama.  Entonces, el especialista cree necesario que exista concienciación de los tra-bajadores respecto a sus derechos para poder reducir los índices de in-for-mali-dad. «No hay un chip»","elcomercio",2017-06-27,"Fiscalización laboral. -18- Economía El trabajo informal es tierra de nadie cin laboral e rs scif  390 Inspectores en la Sunafil  a lis acs Fs  270 inspectores auxiliares (tienen competencia para constatción de des-pidios y pago de beneficios sociales)  100 inspectores de trabajo (facultad de supervisión de todo tipo de empres-as)  20 supervisores inspectores (máxima categoría)  Insuficiente ● En el Perú existen múltiples instituciones que velan por los derecho-s laborales ● Ninguna tiene competencias ni recursos suficientes para enfren-tar a las empresas informales. viviana glvez crdova  La inspección laboral en el país tiene aún un largo camino para consoli-darse. La creación en el 2012 de la Superintendencia Nacional de Fi-s-calización Laboral (Sunafil) ha sido insuficiente para combatir la inforna-li-dad, pero un dolor de cabeza para muchas empresas formales. El incen-di-o en Las Malvinas, que cobró la vida de al menos dos trabajadores en-con-trados en contenedores, permitió visualizar la gravedad del problema. En la o-tra-fábri-ca Nicoliní hay 2.000 empresas con registro RUC, y según información preli-minar más del 95 % son microempresas, detalló a El Comercio Sylvina Cer-rés, titular de la Sunafil. Según la legislación actual, la fiscalización la-bo-ra-l de las compañías inscriptas en el Registro Nacional de la Micro y Pe-quena Empresa (Remype) en Lima Metropolitana es competencia del Mi-niste-ro de Trabajo (Mintra), no de la Sunafil, la cual se ocupa única-men-te de las medianas y grandes empresas del ámbito nacional. Y el Minstra sólo tiene seis inspectores laborales.  En el resto del país, las microempresas y pequeñas empresas –que representan el 99,5 % del universo empresarial del país, según Contribuye-dores por Respecto– son de competencia de los gobiernos regionales. Estas instituciones no tienen los recursos económicos ni huma-nos para desarrollar su labor fiscalizadora. De aquí que la Sunafil haya distin-guido a 81 de sus inspectores auxiliares a estas entidades para ayudar-la-s, precisó Ccrés.  En una entrevista radial el fin de semana, Alfonso Gradós, titula-rio del Mintra, criticó esta fragmentación de la fiscalización laboral.  —Ámbito limitado— Gradós señaló que se cuentan con 465 inspectores laborales en el país, mientras que la población económicamente activa suma 16,5 mi-llo-nes. Por eso, el jurista Jorge To-yama apunta que se necesitan por lo menos 2.000 inspectores, según recomendaciones de la Orga-nización Internacional del Tra-bajo. Aunque así sea, disminui-r significativamente los niveles de informalidad laboral en el país no depende-exclusivamente del incremen-to de la cantidad de inspectores laborales. Ccrés explicó que tanto la Sunafi-l como los gobiernos regionales y el Mintra están limitados a abordar ca-so-s-de-companías-formales-que-vulneren-derech-os-laborales-pero-no-puede-hacen-lo ante una empresa informal. Es deci-r, su labor solo afecta al 30 % de la fuerza laboral.  Esta situación se debe a que los organismos con responsabilidades in-spec-toras-se-guidan-por-planillas-ele-crónicas-y-RUC.-Quienes-no-aparecen-en-éstos-registros son-em-presas-informa-les-puras-y-requi-ren-un-aestratégia-inter-sectorial-na-ciona-l.Estas-son-la-majoría-del-pais,-explic-Ccrés.  La conclusión es tan dura como la tragedia de la galera Nicolini: no existe una entidad específica y con competencias para vigilar por los dere-chos laborales de los trabaja-dores de empresas informales.  —Denunciass-resourcess— Se requiere el apoyo de los mismos trabajadores, afirmó Gradós el fi-ne de semana. Destacó, por ejem-plo, que no recibió ninguna denuncia de los empleados en los almace-nes quemados en Las Ma-lvinas sobre sus condiciones laborales.  Este detalle es importante, puesto que, por ejemplo, el 70 % de ins-pecciones laborales de la Sunafil responden a denuncias. Esto es simila-r a lo ocurrido en otros países, según Toyama.  Entonces, el especialista cree necesario que exista concienciación de los tra-bajadores respecto a sus derechos para poder reducir los índices de in-for-mali-dad. «No hay un chip»","276","informalidad laboral, trabajadores informales, crecimiento empleo, formalizacion laboral, empleos formales",0.1957,"-1","Unknown",0.0075,"264","laboral peruano, ministro trabajo, reforma laboral, formalizacion laboral, ministerio trabajo",0.0311
"Hallan depósitos ilegales en Mesa Redonda"," Se encontraron trabajadores encerrados en la despensa de un mini-market. Otros almacenes funcionan en viviendas y azoteas.  Situción actual:  Sin Seguridad  En ninguno de los locales visitados había mecanismos de seguridad ante un desastre.  Según la fiscal, se podrí[a] denunciar a los responsables hasta por tres delitos: contra la seguridad pública; contra la vida, el cuerpo y la salud; y por exposición de personas al peligro.  La gerencia de Fiscalización y Control de la Municipalidad de Lima y el fiscal de prevención del delito José Quiró[z] encontraron a tres trabajadores encerrados en el almacén de un mini-market del Jr. Paruro, en la zona de Mesa Redonda, Cercado de Lima.  Según informó la comuna, esta sería una práctica común en dicho establecimiento. Hasta el lugar también llegó personal de la Superintendencia Nacional de Fiscalización Laboral (Sunafil) para realizar la debida investigación.  La administradora del local, Susana Vegas, calificó el hecho como un penoso incidente. Como justificación, Vegas expuso que el personal de la tienda cerró el almacén por medidas de seguridad. No es una costumbre, cerraron la puerta de casualidad. Esto no pasa todos los días, manifestó.  Los fiscalizadores también encontraron que el local incumpliera las normas de seguridad establecidas, a pesar de contar con todos los certificados del municipio. --- Nuevo hallazgo:  En el jr. Puno, a pocas cuadras del mini market intervenido, también se encontraron almacenes edificados ilegalmente por los comerciantes. Uno de ellos, que tenía más de tres niveles, estaba construido con placas metálicas y maderas en la azotea de una galería. El otro funcionaba de forma clandestina en una vivienda cercana.  El vocero de la comuna Martín Reyes señaló que ambos depósitos serán clausurados de manera definitiva. Podemos ver una escalera muy pequeña y una gran cantidad de espacio para almacenar los productos. All se priorizaban otras cosas antes que la seguridad de los trabajadores, dijo.","elcomercio",2017-06-29,"Hallan depósitos ilegales en Mesa Redonda.  Se encontraron trabajadores encerrados en la despensa de un mini-market. Otros almacenes funcionan en viviendas y azoteas.  Situción actual:  Sin Seguridad  En ninguno de los locales visitados había mecanismos de seguridad ante un desastre.  Según la fiscal, se podrí[a] denunciar a los responsables hasta por tres delitos: contra la seguridad pública; contra la vida, el cuerpo y la salud; y por exposición de personas al peligro.  La gerencia de Fiscalización y Control de la Municipalidad de Lima y el fiscal de prevención del delito José Quiró[z] encontraron a tres trabajadores encerrados en el almacén de un mini-market del Jr. Paruro, en la zona de Mesa Redonda, Cercado de Lima.  Según informó la comuna, esta sería una práctica común en dicho establecimiento. Hasta el lugar también llegó personal de la Superintendencia Nacional de Fiscalización Laboral (Sunafil) para realizar la debida investigación.  La administradora del local, Susana Vegas, calificó el hecho como un penoso incidente. Como justificación, Vegas expuso que el personal de la tienda cerró el almacén por medidas de seguridad. No es una costumbre, cerraron la puerta de casualidad. Esto no pasa todos los días, manifestó.  Los fiscalizadores también encontraron que el local incumpliera las normas de seguridad establecidas, a pesar de contar con todos los certificados del municipio. --- Nuevo hallazgo:  En el jr. Puno, a pocas cuadras del mini market intervenido, también se encontraron almacenes edificados ilegalmente por los comerciantes. Uno de ellos, que tenía más de tres niveles, estaba construido con placas metálicas y maderas en la azotea de una galería. El otro funcionaba de forma clandestina en una vivienda cercana.  El vocero de la comuna Martín Reyes señaló que ambos depósitos serán clausurados de manera definitiva. Podemos ver una escalera muy pequeña y una gran cantidad de espacio para almacenar los productos. All se priorizaban otras cosas antes que la seguridad de los trabajadores, dijo.","351","comerciantes ambulantes, ambulantes ilegales, vendedores ambulantes, mil ambulantes, ambulantes",0.0919,"-1","Unknown",0.0384,"503","municipalidad lima clausuro, cercado lima, redonda cercado lima, municipalidad lima, municipalidad metropolitana lima",0.044
"Mirada de fondo MS Formalidad NO Implica Mayor Productividad","Diferencias significativas en productividad entre empresas formales e informales persisten debido a factores diversos incluidos capitales disponibles y capacidades gerenciales. Sin embargo, la mera transición hacia formas legales no garantiza automáticamente aumentos en productividad. Factores personales y directivos pueden influir notablemente en resultados económicos.","elcomercio",2017-07-07,"Mirada de fondo MS Formalidad NO Implica Mayor Productividad. Diferencias significativas en productividad entre empresas formales e informales persisten debido a factores diversos incluidos capitales disponibles y capacidades gerenciales. Sin embargo, la mera transición hacia formas legales no garantiza automáticamente aumentos en productividad. Factores personales y directivos pueden influir notablemente en resultados económicos.","276","informalidad laboral, trabajadores informales, crecimiento empleo, formalizacion laboral, empleos formales",0.1433,"-1","Unknown",0.0316,"264","laboral peruano, ministro trabajo, reforma laboral, formalizacion laboral, ministerio trabajo",1
"Informe Pulso Económico Semanal","Detalles relevantes incluyen decisiones gubernamentales sobre infraestructura aerocomercial, análisis macroeconómico refiriéndose a recuperaciones sectoriales, regulaciones sanitarias aplicadas a productos alimenticios, y desarrollos legislativos referentes a proyectos mineros importantes.","elcomercio",2017-07-16,"Informe Pulso Económico Semanal. Detalles relevantes incluyen decisiones gubernamentales sobre infraestructura aerocomercial, análisis macroeconómico refiriéndose a recuperaciones sectoriales, regulaciones sanitarias aplicadas a productos alimenticios, y desarrollos legislativos referentes a proyectos mineros importantes.","276","informalidad laboral, trabajadores informales, crecimiento empleo, formalizacion laboral, empleos formales",0.036,"-1","Unknown",0.0159,"-1","Unknown",0.011
"Avances industriales y sociales","Ministerio reporta un notable avance en minería, registrando un incremento interanual del 22.2% en mayo. Paralelamente, sindicalización intensifica movimientos obreros, iniciando huelgas indefinidas en protesta por políticas consideradas antitrabajadoras.","elcomercio",2017-07-19,"Avances industriales y sociales. Ministerio reporta un notable avance en minería, registrando un incremento interanual del 22.2% en mayo. Paralelamente, sindicalización intensifica movimientos obreros, iniciando huelgas indefinidas en protesta por políticas consideradas antitrabajadoras.","276","informalidad laboral, trabajadores informales, crecimiento empleo, formalizacion laboral, empleos formales",0.1775,"-1","Unknown",0.0152,"-1","Unknown",0.0045
"Claustra discoteca Tumbao en Miraflores","La Municipalidad de Miraflores decide cerrar temporalmente la discoteca Tumbao ubicada en la Calle Bellavista debido a incidentes recientes involucrando balaceras afuera del local. Testimonios sugieren que un hombre trató ingresar con bebidas prohibidas siendo interceptado agresivamente, provocando disturbios significativos. Como resultado directo, tanto propietarios como clientes enfrentan medidas legales severas.","elcomercio",2017-08-17,"Claustra discoteca Tumbao en Miraflores. La Municipalidad de Miraflores decide cerrar temporalmente la discoteca Tumbao ubicada en la Calle Bellavista debido a incidentes recientes involucrando balaceras afuera del local. Testimonios sugieren que un hombre trató ingresar con bebidas prohibidas siendo interceptado agresivamente, provocando disturbios significativos. Como resultado directo, tanto propietarios como clientes enfrentan medidas legales severas.","-1","Unknown",0.0027,"274","vendedores informales, vendedores ambulantes, ambulantes, comerciantes informales, calles",0.1145,"503","municipalidad lima clausuro, cercado lima, redonda cercado lima, municipalidad lima, municipalidad metropolitana lima",0.1324
"Barranco amplía hora de cierre de comercios","Restauranteros, café-bar y discotequeros pueden trabajar extendiendo sus horarios nocturnos gracias a decisiones administrativas adoptadas por el Concejo de Barranco. Francisco Narrea, gerente municipal, señala cambios regulatorios impulsados por recomendaciones externas que buscan mejorar supervisión pública y reducir conflictividad urbana. Críticos expresan preocupación sobre impactos potenciales en tranquilidad residencial.","elcomercio",2017-08-17,"Barranco amplía hora de cierre de comercios. Restauranteros, café-bar y discotequeros pueden trabajar extendiendo sus horarios nocturnos gracias a decisiones administrativas adoptadas por el Concejo de Barranco. Francisco Narrea, gerente municipal, señala cambios regulatorios impulsados por recomendaciones externas que buscan mejorar supervisión pública y reducir conflictividad urbana. Críticos expresan preocupación sobre impactos potenciales en tranquilidad residencial.","351","comerciantes ambulantes, ambulantes ilegales, vendedores ambulantes, mil ambulantes, ambulantes",0.0502,"-1","Unknown",0.0256,"-1","Unknown",0.0521
"Contenido principal","Las comunas deben garantizar la seguridad y la tranquilidad de los vecinos. Sostuvo García que, si hay una restricción de horario, se deben dar razones válidas para aplicar esta medida y evitar problemas.  Algunas juntas vecinales de Miraflores y Barranco dijeron a El Comercio que, si bien la mayoría de discotecas están en zonas comerciales, estas colindan con barrios residenciales cuyos habitantes se ven afectados por los ruidos que generan.","elcomercio",2017-08-18,"Contenido principal. Las comunas deben garantizar la seguridad y la tranquilidad de los vecinos. Sostuvo García que, si hay una restricción de horario, se deben dar razones válidas para aplicar esta medida y evitar problemas.  Algunas juntas vecinales de Miraflores y Barranco dijeron a El Comercio que, si bien la mayoría de discotecas están en zonas comerciales, estas colindan con barrios residenciales cuyos habitantes se ven afectados por los ruidos que generan.","351","comerciantes ambulantes, ambulantes ilegales, vendedores ambulantes, mil ambulantes, ambulantes",0.0884,"-1","Unknown",0.0542,"-1","Unknown",0.0582
"Requerimientos migratorios para mercaderías callejeras","Autoridades locales insisten en retirada obligatoria de comerciantes extranjeros que infringen normativas vigentes en áreas comerciales clave. Plazo concedido permite rectificación de status legal, buscando equilibrar dinámicas competitivas y proteger derechos de emprendedores registrados oficialmente.","elcomercio",2017-08-22,"Requerimientos migratorios para mercaderías callejeras. Autoridades locales insisten en retirada obligatoria de comerciantes extranjeros que infringen normativas vigentes en áreas comerciales clave. Plazo concedido permite rectificación de status legal, buscando equilibrar dinámicas competitivas y proteger derechos de emprendedores registrados oficialmente.","282","propuestas fiscales, reformas fiscales, ajustes fiscales, regimen tributario, exoneraciones fiscales",0.2002,"244","carga fiscal, impuesto renta, dicho impuesto, reforma tributaria, impuesto dividendos",0.0476,"355","comerciantes ambulantes, comerciantes informales, vendedores ambulantes, ambulantes ocupan, municipalidad lima",0.0444
"Según la comuna, existen 460 stands...","Según la comuna, existen 460 stands que empresarios de Gamarra están dispuestos a ceder a los comerciantes ambulantes –peruanos y extranjeros– para que ya no ocupen las calles.  De acuerdo con la versión de los comerciantes, en la actualidad al menos 500 venezolanos trabajan de manera ambulatoria en las calles del emporio comercial, lo cual constituye una competencia desleal para los empresarios formales.  diganes Alva, representante de los comerciantes, dice que ventas en Gamarra se redujeron en un 70% debido a los informales.","elcomercio",2017-08-22,"Según la comuna, existen 460 stands.... Según la comuna, existen 460 stands que empresarios de Gamarra están dispuestos a ceder a los comerciantes ambulantes –peruanos y extranjeros– para que ya no ocupen las calles.  De acuerdo con la versión de los comerciantes, en la actualidad al menos 500 venezolanos trabajan de manera ambulatoria en las calles del emporio comercial, lo cual constituye una competencia desleal para los empresarios formales.  diganes Alva, representante de los comerciantes, dice que ventas en Gamarra se redujeron en un 70% debido a los informales.","351","comerciantes ambulantes, ambulantes ilegales, vendedores ambulantes, mil ambulantes, ambulantes",1,"-1","Unknown",0.0788,"355","comerciantes ambulantes, comerciantes informales, vendedores ambulantes, ambulantes ocupan, municipalidad lima",0.0211
"Cambistas podrán volver a trabajar en San Isidro","Ana Briceño  Tras prohibirse a los cambistas realizar transacciones en las calles de San Isidro desde octubre del año pasado, según indicó el Programa Juventudes (PJ), dicha restricción infringía sus derechos laborales. Un incidente violento motivó inicialmente la regulación: el homicidio de un cambista perpetrado por individuos armados buscando apropiarse ilegitimamente de fondos valuados en más de USD 60,000.  No obstante, la disposición legal no logró implantarse completamente. Las investigaciones revelaron que los cambistas persistían en sus labores cotidianas, adaptándose discretamente para evitar confrontaciones directas con inspectores municipales. Argumentaron que tales limitaciones menoscababan su capacidad económica vital para mantener a sus respectivos hogares.  Ante esto, varios decidieron rentar locales en la Calle Miguel Dasso, incurriendo en gastos de UDS 5,000, aunque reconocieron que dicho arreglo era económicamente inviable. Buscaron consejería legal a través del Colegio de Abogados de Lima (CAL) y presentaron una acción de amparo contra la Municipalidad de San Isidro, denunciando obstáculos impuestos a su ejercicio comercial legítimo.  Después de ocho meses, el Quinto Juzgado Constitucional falló favorablemente respecto a seis cambistas identificados como Ana Álvarez, Gloria Sequiera, Orlando Vega, Héctor Callé, Omar Cuevas y Franscisquito Guzmán. Contrarios a la postura oficial, el tribunal determinó que la administración local había vulnerado injustamente su libertad empresarial, privándoles arbitrariamente de su principal ingreso familiar.  Entre las precisiones judiciales destacó que la entidad gubernamental carecía de fundamentos sólidos para eliminar abruptamente una práctica existente desde mucho antes, además de omitir explorar opciones viables menos restrictivas. También recalcaron que la carga de garantizar la seguridad pública reside primordialmente en manos del Estado, no siendo factible exigirla unilateralmente a grupos potencialmente victimizados por crimines relacionados con su profesión.  Finalmente, el dictamen concluye que la municipalidad será requerida a compensar los costos procedimentales derivados de la sentencia emitida.","elcomercio",2017-09-09,"Cambistas podrán volver a trabajar en San Isidro. Ana Briceño  Tras prohibirse a los cambistas realizar transacciones en las calles de San Isidro desde octubre del año pasado, según indicó el Programa Juventudes (PJ), dicha restricción infringía sus derechos laborales. Un incidente violento motivó inicialmente la regulación: el homicidio de un cambista perpetrado por individuos armados buscando apropiarse ilegitimamente de fondos valuados en más de USD 60,000.  No obstante, la disposición legal no logró implantarse completamente. Las investigaciones revelaron que los cambistas persistían en sus labores cotidianas, adaptándose discretamente para evitar confrontaciones directas con inspectores municipales. Argumentaron que tales limitaciones menoscababan su capacidad económica vital para mantener a sus respectivos hogares.  Ante esto, varios decidieron rentar locales en la Calle Miguel Dasso, incurriendo en gastos de UDS 5,000, aunque reconocieron que dicho arreglo era económicamente inviable. Buscaron consejería legal a través del Colegio de Abogados de Lima (CAL) y presentaron una acción de amparo contra la Municipalidad de San Isidro, denunciando obstáculos impuestos a su ejercicio comercial legítimo.  Después de ocho meses, el Quinto Juzgado Constitucional falló favorablemente respecto a seis cambistas identificados como Ana Álvarez, Gloria Sequiera, Orlando Vega, Héctor Callé, Omar Cuevas y Franscisquito Guzmán. Contrarios a la postura oficial, el tribunal determinó que la administración local había vulnerado injustamente su libertad empresarial, privándoles arbitrariamente de su principal ingreso familiar.  Entre las precisiones judiciales destacó que la entidad gubernamental carecía de fundamentos sólidos para eliminar abruptamente una práctica existente desde mucho antes, además de omitir explorar opciones viables menos restrictivas. También recalcaron que la carga de garantizar la seguridad pública reside primordialmente en manos del Estado, no siendo factible exigirla unilateralmente a grupos potencialmente victimizados por crimines relacionados con su profesión.  Finalmente, el dictamen concluye que la municipalidad será requerida a compensar los costos procedimentales derivados de la sentencia emitida.","-1","Unknown",0.0141,"-1","Unknown",0.0168,"355","comerciantes ambulantes, comerciantes informales, vendedores ambulantes, ambulantes ocupan, municipalidad lima",0.0279
"Cláusula municipal cerrará plaza comercial","El supermercado Plaza Vea, situado en la avenida Republica de Panama, en Barranco, fue clausurado ayer por la comuna distrital debido a deficiencias sanitarias encontradas en el expendio de alimentos. Al lugar se le otorgó un máximo de 15 días para solucionar estas irregularidades.","elcomercio",2017-09-12,"Cláusula municipal cerrará plaza comercial. El supermercado Plaza Vea, situado en la avenida Republica de Panama, en Barranco, fue clausurado ayer por la comuna distrital debido a deficiencias sanitarias encontradas en el expendio de alimentos. Al lugar se le otorgó un máximo de 15 días para solucionar estas irregularidades.","351","comerciantes ambulantes, ambulantes ilegales, vendedores ambulantes, mil ambulantes, ambulantes",0.1048,"274","vendedores informales, vendedores ambulantes, ambulantes, comerciantes informales, calles",1,"503","municipalidad lima clausuro, cercado lima, redonda cercado lima, municipalidad lima, municipalidad metropolitana lima",1
"Problemas de seguridad en demolición de muralla del Jockey Club","Directiva del Jockey Club advierte que sus ambientes están expuestos a robos después de la demolición de muros por la MML.","elcomercio",2017-09-18,"Problemas de seguridad en demolición de muralla del Jockey Club. Directiva del Jockey Club advierte que sus ambientes están expuestos a robos después de la demolición de muros por la MML.","-1","Unknown",0.0232,"-1","Unknown",0.0285,"355","comerciantes ambulantes, comerciantes informales, vendedores ambulantes, ambulantes ocupan, municipalidad lima",0.0757
"Labor Costs Promoting Informality","Alfredo Torres discusses how excessive labor costs hinder competitiveness leading many workers preferring informal employment where security contributions remain liquid cash. Alternatives supported widely include state-covered health insurance for young employees until legislative discussions occur aiming comprehensive protection regardless of job type integrating systems like SIS and Essalud eliminating punitive deductions except optional additional securities. Flexibility regarding bonuses and vacations negotiated freely could enhance competitive edge making businesses more viable under current economic pressures demanding policy reforms fostering greater flexibility reducing rigid constraints impeding growth.","elcomercio",2017-09-24,"Labor Costs Promoting Informality. Alfredo Torres discusses how excessive labor costs hinder competitiveness leading many workers preferring informal employment where security contributions remain liquid cash. Alternatives supported widely include state-covered health insurance for young employees until legislative discussions occur aiming comprehensive protection regardless of job type integrating systems like SIS and Essalud eliminating punitive deductions except optional additional securities. Flexibility regarding bonuses and vacations negotiated freely could enhance competitive edge making businesses more viable under current economic pressures demanding policy reforms fostering greater flexibility reducing rigid constraints impeding growth.","276","informalidad laboral, trabajadores informales, crecimiento empleo, formalizacion laboral, empleos formales",0.1137,"180","yet, efforts, been, potential, first",0.7848,"264","laboral peruano, ministro trabajo, reforma laboral, formalizacion laboral, ministerio trabajo",1
"Encuesta de El Comercio-Ipsos: Empresas impulsan crecimiento económico","66% está de acuerdo con que el Estado cubra la seguridad social para jóvenes trabajadores.","elcomercio",2017-09-30,"Encuesta de El Comercio-Ipsos: Empresas impulsan crecimiento económico. 66% está de acuerdo con que el Estado cubra la seguridad social para jóvenes trabajadores.","276","informalidad laboral, trabajadores informales, crecimiento empleo, formalizacion laboral, empleos formales",1,"-1","Unknown",0.0286,"-1","Unknown",0.0096
"Acciones urbanísticas","Una edificación informal que ocupaba un área pública en La Victoria fue demolida, siendo usada ilícitamente para distintos fines comerciales y residenciales. Esta acción refleja iniciativas continuas para recuperar espacios públicos y combatir prácticas informales.","elcomercio",2017-10-01,"Acciones urbanísticas. Una edificación informal que ocupaba un área pública en La Victoria fue demolida, siendo usada ilícitamente para distintos fines comerciales y residenciales. Esta acción refleja iniciativas continuas para recuperar espacios públicos y combatir prácticas informales.","-1","Unknown",0.0186,"-1","Unknown",0.0124,"355","comerciantes ambulantes, comerciantes informales, vendedores ambulantes, ambulantes ocupan, municipalidad lima",0.0731
"IMPULSANTE ECONÓMICAMENTE AL SECTOR PRIVADO PARA REDUCIR LA POBREZA","Discusión centrada en cómo el sector privado podría contribuir significativamente a mitigar problemas socio-económicos persistentes, tales como la informalidad laboral y falta de acceso básico a servicios públicos.","elcomercio",2017-10-17,"IMPULSANTE ECONÓMICAMENTE AL SECTOR PRIVADO PARA REDUCIR LA POBREZA. Discusión centrada en cómo el sector privado podría contribuir significativamente a mitigar problemas socio-económicos persistentes, tales como la informalidad laboral y falta de acceso básico a servicios públicos.","276","informalidad laboral, trabajadores informales, crecimiento empleo, formalizacion laboral, empleos formales",0.053,"265","mercado laboral, fuerza laboral, salario minimo, disparidad salarial, condiciones laborales",1,"-1","Unknown",0.0098
"Impacto Económico Global de Reformas Locales","Plataformas digitales como Career Bliss o Glassdoor, páginas dedicadas a proporcionar información detallada sobre políticas de manejo interno dentro de diversas empresas, han compilado miles de evaluaciones y datos relacionados a estructuras salariales. Independientemente de la postura oficial de dichas firmas respecto a estos contenidos públicos, la disponibilidad online de esta información genera repercusiones inevitables.","elcomercio",2017-10-22,"Impacto Económico Global de Reformas Locales. Plataformas digitales como Career Bliss o Glassdoor, páginas dedicadas a proporcionar información detallada sobre políticas de manejo interno dentro de diversas empresas, han compilado miles de evaluaciones y datos relacionados a estructuras salariales. Independientemente de la postura oficial de dichas firmas respecto a estos contenidos públicos, la disponibilidad online de esta información genera repercusiones inevitables.","276","informalidad laboral, trabajadores informales, crecimiento empleo, formalizacion laboral, empleos formales",0.2288,"-1","Unknown",0.0092,"-1","Unknown",0.0078
"Persisten problemas post-desalojos en La Parada","Ambientalismo social afecta a comerciantes. Cinco años después del controvertido desalojo del antiguo Mercado Mayorista La Parada, la situación permanece tensa. Miles de comerciantes operan ilegalmente en las cercanías, resistiéndose a mudarse a nuevos espacios designados. Este conflicto genera preocupación tanto para residentes como para autoridades locales, especialmente ante la proximidad de temporadas de lluvias intensas que podrían complicar aún más la dinámica comercial existente.","elcomercio",2017-10-25,"Persisten problemas post-desalojos en La Parada. Ambientalismo social afecta a comerciantes. Cinco años después del controvertido desalojo del antiguo Mercado Mayorista La Parada, la situación permanece tensa. Miles de comerciantes operan ilegalmente en las cercanías, resistiéndose a mudarse a nuevos espacios designados. Este conflicto genera preocupación tanto para residentes como para autoridades locales, especialmente ante la proximidad de temporadas de lluvias intensas que podrían complicar aún más la dinámica comercial existente.","-1","Unknown",0.0102,"-1","Unknown",0.017,"355","comerciantes ambulantes, comerciantes informales, vendedores ambulantes, ambulantes ocupan, municipalidad lima",0.056
