"headline";"subheadline";"author";"content";"newspaper_name";"publication_date";"page_number";"combined_text";"agreed_topic";"agreed_topic_prob";"agreed_topic_label"
"Contento por fin de cuarentena";"Habla Trome";"Ismael Lazo, Vecino de San Luis";"Estoy feliz porque el levantamiento de la cuarentena es una buena noticia para el país, pues millones ya estaban al límite, sin poder trabajar y con deudas por pagar. ¡Cuidados! Negocios han cerrado, cuantas personas quedaron sin trabajo, aparte de que miles perdieron a sus seres queridos por el virus.";"trome";"2021-03-02";"2";"Contento por fin de cuarentena. Habla Trome. Estoy feliz porque el levantamiento de la cuarentena es una buena noticia para el país, pues millones ya estaban al límite, sin poder trabajar y con deudas por pagar. ¡Cuidados! Negocios han cerrado, cuantas personas quedaron sin trabajo, aparte de que miles perdieron a sus seres queridos por el virus.";"1";"0.977";"cuarentena, aparte miles, aparte, buena, buena noticia"
"Contento por fin de cuarentena";"Habla Trome";"Ismael Lazo, Vecino de San Luis";"Estoy feliz porque el levantamiento de la cuarentena es una buena noticia para el país, pues millones ya estaban al límite, sin poder trabajar y con deudas por pagar. ¡Cuidados! Negocios han cerrado, cuantas personas quedaron sin trabajo, aparte de que miles perdieron a sus seres queridos por el virus.";"trome";"2021-03-02";"2";"Contento por fin de cuarentena. Habla Trome. Estoy feliz porque el levantamiento de la cuarentena es una buena noticia para el país, pues millones ya estaban al límite, sin poder trabajar y con deudas por pagar. ¡Cuidados! Negocios han cerrado, cuantas personas quedaron sin trabajo, aparte de que miles perdieron a sus seres queridos por el virus.";"1";"0.9505";"cuarentena, aparte miles, aparte, buena, buena noticia"
"Indignado por rescate de reo";"NA";"Ricardo Soto, Vecino de San Juan de Miraflores";"Me parece un escándalo el rescate de un reo en una clínica a la que fue llevado desde el penal de Lunganche para que le hagan exámenes médicos. Un grupo de hampones entró al lugar, baleó a los vigilantes y se lo llevaron. Esto se debe investigar, pues algo huele muy mal. Hay más elementos sospechosos en el caso que deben aclararse cuanto antes.";"trome";"2021-03-02";"2";"Indignado por rescate de reo. Me parece un escándalo el rescate de un reo en una clínica a la que fue llevado desde el penal de Lunganche para que le hagan exámenes médicos. Un grupo de hampones entró al lugar, baleó a los vigilantes y se lo llevaron. Esto se debe investigar, pues algo huele muy mal. Hay más elementos sospechosos en el caso que deben aclararse cuanto antes.";"2";"0.9743";"reo, rescate, rescate reo, baleó vigilantes, aclararse"
"El loco del martillo";"NA";"La Seño María";"Hoy en día, uno pensaría que... M i amigo, el redactor gigantón 'Barney', llegó al restaurante bien protegido, con doble mascarilla y escudo facial, para comer su arroz a la jardinera con pedazo de chanchito al horno y ensaladita de palta, tomate, limón y pepinillos. Para tomar pidió una jarrita de chicha morada. 'María, me encontré temprano con el legendario periodista de policiales, 'El Sonámbulo' 'Gary -me dijo- en julio se cumplen 120 años del terrible crimen del asesino del martillo!', Climaco Basombrio Pendavis, un alumno del colegio 'Santa María', quien en un acto aparentemente inexplicable, asesinó a martillazos a la hermana de su mejor amigo, la guapa adolescente Alexandra Brenes (16) y atacó a la empleada del hogar Ida Merino (28), dejándola desercrbrada, en estado de coma, y a su mejor amigo, Sebastián Brenes (18). El crimen tuvo una increíble cobertura en los medios y me tocó cubrir ese caso que se conoció como 'El loco del martillo'. Aquella noche del 7 de julio del 2001, tres exalumnos de ese exclusivo colegio de Monterrico, se iban a reunir en la casa de uno de ellos para ensayar con su banda de rock subterráneo 'Canchita Serrana'. Sebastián era un buen baterista y 'Cachorro' Carlos Lescano tocaba el bajo. Climaco estaba allí de 'hincha', pues no tocaba ningún instrumento. O se encontraba allí porque estaba enamorado en secreto de la guapa hermanita de su amigo, Alexandra. Los muchachos ensayaron toda la tarde y según la manifestación de Sebastián y Lescano, bajaron a la tienda a comprar cigarros y galletas, ya que estaban con hambre porque fumaron un 'tronchito' de marihuana y estaban con la 'cormelona'. Climaco, según los amigos, estaba algo intranquilo y -de acuerdo a los exámenes toxicológicos- había consumido cocaína. Bajó al segundo piso y se encontró con Ida, la trabajadora del hogar y cuando le dio la espalda, la agarró a martillazos en la cabeza. Ella cayó al piso y de su cabeza manaba sangre y se veían restos de masa encefálica. Alexandra en ese momento comenzó a llamar a Ida, Climaco le dijo cínicamente 'se ha caído por la escalera', pero ella vio sus manos con sangre. Según el asesino, 'comenzó a gritar, yo le pedía que se calle y al no hacerme caso.' Sin embargo, el policía que llegó después de producido el hecho de sangre afirmó que Climaco le asesitó a la infortunada jovencita ¡¡44 golpes de martillo en la cabeza!! Murió al instante. Luego, como un automata gritó: ¡Sebastián, baja, te llama Alexandra! Cuando su mejor amigo bajó, lo golpeó con fuerza en la cabeza, pero felizmente, este no perdió el conocimiento y pidió ayuda a Carlos, quien llegó justo cuando Climaco iba a rematar a Sebastián. Cuando llegó la policía encontró un cadáver, una mujer cuya vida pendía de un hilo, dos muchachos conmocionados y un agresor que balbuceaba: 'No me acuerdo de nada'. Durante el juicio, que duró 2 años, repetió lo mismo. Los psiquiatras decían que en libertad podía ser un peligro público, porque nunca se arrepintió' Pucha, ese señor 'El Sonámbulo' tiene unas historias terribles. Me voy asustada, cuidense.";"trome";"2021-03-02";"2";"El loco del martillo. Hoy en día, uno pensaría que... M i amigo, el redactor gigantón 'Barney', llegó al restaurante bien protegido, con doble mascarilla y escudo facial, para comer su arroz a la jardinera con pedazo de chanchito al horno y ensaladita de palta, tomate, limón y pepinillos. Para tomar pidió una jarrita de chicha morada. 'María, me encontré temprano con el legendario periodista de policiales, 'El Sonámbulo' 'Gary -me dijo- en julio se cumplen 120 años del terrible crimen del asesino del martillo!', Climaco Basombrio Pendavis, un alumno del colegio 'Santa María', quien en un acto aparentemente inexplicable, asesinó a martillazos a la hermana de su mejor amigo, la guapa adolescente Alexandra Brenes (16) y atacó a la empleada del hogar Ida Merino (28), dejándola desercrbrada, en estado de coma, y a su mejor amigo, Sebastián Brenes (18). El crimen tuvo una increíble cobertura en los medios y me tocó cubrir ese caso que se conoció como 'El loco del martillo'. Aquella noche del 7 de julio del 2001, tres exalumnos de ese exclusivo colegio de Monterrico, se iban a reunir en la casa de uno de ellos para ensayar con su banda de rock subterráneo 'Canchita Serrana'. Sebastián era un buen baterista y 'Cachorro' Carlos Lescano tocaba el bajo. Climaco estaba allí de 'hincha', pues no tocaba ningún instrumento. O se encontraba allí porque estaba enamorado en secreto de la guapa hermanita de su amigo, Alexandra. Los muchachos ensayaron toda la tarde y según la manifestación de Sebastián y Lescano, bajaron a la tienda a comprar cigarros y galletas, ya que estaban con hambre porque fumaron un 'tronchito' de marihuana y estaban con la 'cormelona'. Climaco, según los amigos, estaba algo intranquilo y -de acuerdo a los exámenes toxicológicos- había consumido cocaína. Bajó al segundo piso y se encontró con Ida, la trabajadora del hogar y cuando le dio la espalda, la agarró a martillazos en la cabeza. Ella cayó al piso y de su cabeza manaba sangre y se veían restos de masa encefálica. Alexandra en ese momento comenzó a llamar a Ida, Climaco le dijo cínicamente 'se ha caído por la escalera', pero ella vio sus manos con sangre. Según el asesino, 'comenzó a gritar, yo le pedía que se calle y al no hacerme caso.' Sin embargo, el policía que llegó después de producido el hecho de sangre afirmó que Climaco le asesitó a la infortunada jovencita ¡¡44 golpes de martillo en la cabeza!! Murió al instante. Luego, como un automata gritó: ¡Sebastián, baja, te llama Alexandra! Cuando su mejor amigo bajó, lo golpeó con fuerza en la cabeza, pero felizmente, este no perdió el conocimiento y pidió ayuda a Carlos, quien llegó justo cuando Climaco iba a rematar a Sebastián. Cuando llegó la policía encontró un cadáver, una mujer cuya vida pendía de un hilo, dos muchachos conmocionados y un agresor que balbuceaba: 'No me acuerdo de nada'. Durante el juicio, que duró 2 años, repetió lo mismo. Los psiquiatras decían que en libertad podía ser un peligro público, porque nunca se arrepintió' Pucha, ese señor 'El Sonámbulo' tiene unas historias terribles. Me voy asustada, cuidense.";"0";"1.0";"climaco, amigo, sebastián, martillo, llegó"
"Contento por fin de cuarentena";"Habla Trome";"Ismael Lazo, Vecino de San Luis";"Estoy feliz porque el levantamiento de la cuarentena es una buena noticia para el país, pues millones ya estaban al límite, sin poder trabajar y con deudas por pagar. ¡Cuidados! Negocios han cerrado, cuantas personas quedaron sin trabajo, aparte de que miles perdieron a sus seres queridos por el virus.";"trome";"2021-03-02";"2";"Contento por fin de cuarentena. Habla Trome. Estoy feliz porque el levantamiento de la cuarentena es una buena noticia para el país, pues millones ya estaban al límite, sin poder trabajar y con deudas por pagar. ¡Cuidados! Negocios han cerrado, cuantas personas quedaron sin trabajo, aparte de que miles perdieron a sus seres queridos por el virus.";"1";"0.9636";"cuarentena, aparte miles, aparte, buena, buena noticia"
"El loco del martillo";"NA";"La Seño María";"Hoy en día, uno pensaría que... M i amigo, el redactor gigantón 'Barney', llegó al restaurante bien protegido, con doble mascarilla y escudo facial, para comer su arroz a la jardinera con pedazo de chanchito al horno y ensaladita de palta, tomate, limón y pepinillos. Para tomar pidió una jarrita de chicha morada. 'María, me encontré temprano con el legendario periodista de policiales, 'El Sonámbulo' 'Gary -me dijo- en julio se cumplen 120 años del terrible crimen del asesino del martillo!', Climaco Basombrio Pendavis, un alumno del colegio 'Santa María', quien en un acto aparentemente inexplicable, asesinó a martillazos a la hermana de su mejor amigo, la guapa adolescente Alexandra Brenes (16) y atacó a la empleada del hogar Ida Merino (28), dejándola desercrbrada, en estado de coma, y a su mejor amigo, Sebastián Brenes (18). El crimen tuvo una increíble cobertura en los medios y me tocó cubrir ese caso que se conoció como 'El loco del martillo'. Aquella noche del 7 de julio del 2001, tres exalumnos de ese exclusivo colegio de Monterrico, se iban a reunir en la casa de uno de ellos para ensayar con su banda de rock subterráneo 'Canchita Serrana'. Sebastián era un buen baterista y 'Cachorro' Carlos Lescano tocaba el bajo. Climaco estaba allí de 'hincha', pues no tocaba ningún instrumento. O se encontraba allí porque estaba enamorado en secreto de la guapa hermanita de su amigo, Alexandra. Los muchachos ensayaron toda la tarde y según la manifestación de Sebastián y Lescano, bajaron a la tienda a comprar cigarros y galletas, ya que estaban con hambre porque fumaron un 'tronchito' de marihuana y estaban con la 'cormelona'. Climaco, según los amigos, estaba algo intranquilo y -de acuerdo a los exámenes toxicológicos- había consumido cocaína. Bajó al segundo piso y se encontró con Ida, la trabajadora del hogar y cuando le dio la espalda, la agarró a martillazos en la cabeza. Ella cayó al piso y de su cabeza manaba sangre y se veían restos de masa encefálica. Alexandra en ese momento comenzó a llamar a Ida, Climaco le dijo cínicamente 'se ha caído por la escalera', pero ella vio sus manos con sangre. Según el asesino, 'comenzó a gritar, yo le pedía que se calle y al no hacerme caso.' Sin embargo, el policía que llegó después de producido el hecho de sangre afirmó que Climaco le asesitó a la infortunada jovencita ¡¡44 golpes de martillo en la cabeza!! Murió al instante. Luego, como un automata gritó: ¡Sebastián, baja, te llama Alexandra! Cuando su mejor amigo bajó, lo golpeó con fuerza en la cabeza, pero felizmente, este no perdió el conocimiento y pidió ayuda a Carlos, quien llegó justo cuando Climaco iba a rematar a Sebastián. Cuando llegó la policía encontró un cadáver, una mujer cuya vida pendía de un hilo, dos muchachos conmocionados y un agresor que balbuceaba: 'No me acuerdo de nada'. Durante el juicio, que duró 2 años, repetió lo mismo. Los psiquiatras decían que en libertad podía ser un peligro público, porque nunca se arrepintió' Pucha, ese señor 'El Sonámbulo' tiene unas historias terribles. Me voy asustada, cuidense.";"trome";"2021-03-02";"2";"El loco del martillo. Hoy en día, uno pensaría que... M i amigo, el redactor gigantón 'Barney', llegó al restaurante bien protegido, con doble mascarilla y escudo facial, para comer su arroz a la jardinera con pedazo de chanchito al horno y ensaladita de palta, tomate, limón y pepinillos. Para tomar pidió una jarrita de chicha morada. 'María, me encontré temprano con el legendario periodista de policiales, 'El Sonámbulo' 'Gary -me dijo- en julio se cumplen 120 años del terrible crimen del asesino del martillo!', Climaco Basombrio Pendavis, un alumno del colegio 'Santa María', quien en un acto aparentemente inexplicable, asesinó a martillazos a la hermana de su mejor amigo, la guapa adolescente Alexandra Brenes (16) y atacó a la empleada del hogar Ida Merino (28), dejándola desercrbrada, en estado de coma, y a su mejor amigo, Sebastián Brenes (18). El crimen tuvo una increíble cobertura en los medios y me tocó cubrir ese caso que se conoció como 'El loco del martillo'. Aquella noche del 7 de julio del 2001, tres exalumnos de ese exclusivo colegio de Monterrico, se iban a reunir en la casa de uno de ellos para ensayar con su banda de rock subterráneo 'Canchita Serrana'. Sebastián era un buen baterista y 'Cachorro' Carlos Lescano tocaba el bajo. Climaco estaba allí de 'hincha', pues no tocaba ningún instrumento. O se encontraba allí porque estaba enamorado en secreto de la guapa hermanita de su amigo, Alexandra. Los muchachos ensayaron toda la tarde y según la manifestación de Sebastián y Lescano, bajaron a la tienda a comprar cigarros y galletas, ya que estaban con hambre porque fumaron un 'tronchito' de marihuana y estaban con la 'cormelona'. Climaco, según los amigos, estaba algo intranquilo y -de acuerdo a los exámenes toxicológicos- había consumido cocaína. Bajó al segundo piso y se encontró con Ida, la trabajadora del hogar y cuando le dio la espalda, la agarró a martillazos en la cabeza. Ella cayó al piso y de su cabeza manaba sangre y se veían restos de masa encefálica. Alexandra en ese momento comenzó a llamar a Ida, Climaco le dijo cínicamente 'se ha caído por la escalera', pero ella vio sus manos con sangre. Según el asesino, 'comenzó a gritar, yo le pedía que se calle y al no hacerme caso.' Sin embargo, el policía que llegó después de producido el hecho de sangre afirmó que Climaco le asesitó a la infortunada jovencita ¡¡44 golpes de martillo en la cabeza!! Murió al instante. Luego, como un automata gritó: ¡Sebastián, baja, te llama Alexandra! Cuando su mejor amigo bajó, lo golpeó con fuerza en la cabeza, pero felizmente, este no perdió el conocimiento y pidió ayuda a Carlos, quien llegó justo cuando Climaco iba a rematar a Sebastián. Cuando llegó la policía encontró un cadáver, una mujer cuya vida pendía de un hilo, dos muchachos conmocionados y un agresor que balbuceaba: 'No me acuerdo de nada'. Durante el juicio, que duró 2 años, repetió lo mismo. Los psiquiatras decían que en libertad podía ser un peligro público, porque nunca se arrepintió' Pucha, ese señor 'El Sonámbulo' tiene unas historias terribles. Me voy asustada, cuidense.";"0";"1.0";"climaco, amigo, sebastián, martillo, llegó"
"Contento por fin de cuarentena";"Habla Trome";"Ismael Lazo, Vecino de San Luis";"Estoy feliz porque el levantamiento de la cuarentena es una buena noticia para el país, pues millones ya estaban al límite, sin poder trabajar y con deudas por pagar. ¡Cuidados! Negocios han cerrado, cuantas personas quedaron sin trabajo, aparte de que miles perdieron a sus seres queridos por el virus.";"trome";"2021-03-02";"2";"Contento por fin de cuarentena. Habla Trome. Estoy feliz porque el levantamiento de la cuarentena es una buena noticia para el país, pues millones ya estaban al límite, sin poder trabajar y con deudas por pagar. ¡Cuidados! Negocios han cerrado, cuantas personas quedaron sin trabajo, aparte de que miles perdieron a sus seres queridos por el virus.";"1";"0.9186";"cuarentena, aparte miles, aparte, buena, buena noticia"
"Contento por fin de cuarentena";"Habla Trome";"Ismael Lazo, Vecino de San Luis";"Estoy feliz porque el levantamiento de la cuarentena es una buena noticia para el país, pues millones ya estaban al límite, sin poder trabajar y con deudas por pagar. ¡Cuidados! Negocios han cerrado, cuantas personas quedaron sin trabajo, aparte de que miles perdieron a sus seres queridos por el virus.";"trome";"2021-03-02";"2";"Contento por fin de cuarentena. Habla Trome. Estoy feliz porque el levantamiento de la cuarentena es una buena noticia para el país, pues millones ya estaban al límite, sin poder trabajar y con deudas por pagar. ¡Cuidados! Negocios han cerrado, cuantas personas quedaron sin trabajo, aparte de que miles perdieron a sus seres queridos por el virus.";"1";"0.928";"cuarentena, aparte miles, aparte, buena, buena noticia"
"Indignado por rescate de reo";"NA";"Ricardo Soto, Vecino de San Juan de Miraflores";"Me parece un escándalo el rescate de un reo en una clínica a la que fue llevado desde el penal de Lunganche para que le hagan exámenes médicos. Un grupo de hampones entró al lugar, baleó a los vigilantes y se lo llevaron. Esto se debe investigar, pues algo huele muy mal. Hay más elementos sospechosos en el caso que deben aclararse cuanto antes.";"trome";"2021-03-02";"2";"Indignado por rescate de reo. Me parece un escándalo el rescate de un reo en una clínica a la que fue llevado desde el penal de Lunganche para que le hagan exámenes médicos. Un grupo de hampones entró al lugar, baleó a los vigilantes y se lo llevaron. Esto se debe investigar, pues algo huele muy mal. Hay más elementos sospechosos en el caso que deben aclararse cuanto antes.";"2";"0.9667";"reo, rescate, rescate reo, baleó vigilantes, aclararse"
"Contento por fin de cuarentena";"Habla Trome";"Ismael Lazo, Vecino de San Luis";"Estoy feliz porque el levantamiento de la cuarentena es una buena noticia para el país, pues millones ya estaban al límite, sin poder trabajar y con deudas por pagar. ¡Cuidados! Negocios han cerrado, cuantas personas quedaron sin trabajo, aparte de que miles perdieron a sus seres queridos por el virus.";"trome";"2021-03-02";"2";"Contento por fin de cuarentena. Habla Trome. Estoy feliz porque el levantamiento de la cuarentena es una buena noticia para el país, pues millones ya estaban al límite, sin poder trabajar y con deudas por pagar. ¡Cuidados! Negocios han cerrado, cuantas personas quedaron sin trabajo, aparte de que miles perdieron a sus seres queridos por el virus.";"1";"0.9776";"cuarentena, aparte miles, aparte, buena, buena noticia"
"El loco del martillo";"NA";"La Seño María";"Hoy en día, uno pensaría que... M i amigo, el redactor gigantón 'Barney', llegó al restaurante bien protegido, con doble mascarilla y escudo facial, para comer su arroz a la jardinera con pedazo de chanchito al horno y ensaladita de palta, tomate, limón y pepinillos. Para tomar pidió una jarrita de chicha morada. 'María, me encontré temprano con el legendario periodista de policiales, 'El Sonámbulo' 'Gary -me dijo- en julio se cumplen 120 años del terrible crimen del asesino del martillo!', Climaco Basombrio Pendavis, un alumno del colegio 'Santa María', quien en un acto aparentemente inexplicable, asesinó a martillazos a la hermana de su mejor amigo, la guapa adolescente Alexandra Brenes (16) y atacó a la empleada del hogar Ida Merino (28), dejándola desercrbrada, en estado de coma, y a su mejor amigo, Sebastián Brenes (18). El crimen tuvo una increíble cobertura en los medios y me tocó cubrir ese caso que se conoció como 'El loco del martillo'. Aquella noche del 7 de julio del 2001, tres exalumnos de ese exclusivo colegio de Monterrico, se iban a reunir en la casa de uno de ellos para ensayar con su banda de rock subterráneo 'Canchita Serrana'. Sebastián era un buen baterista y 'Cachorro' Carlos Lescano tocaba el bajo. Climaco estaba allí de 'hincha', pues no tocaba ningún instrumento. O se encontraba allí porque estaba enamorado en secreto de la guapa hermanita de su amigo, Alexandra. Los muchachos ensayaron toda la tarde y según la manifestación de Sebastián y Lescano, bajaron a la tienda a comprar cigarros y galletas, ya que estaban con hambre porque fumaron un 'tronchito' de marihuana y estaban con la 'cormelona'. Climaco, según los amigos, estaba algo intranquilo y -de acuerdo a los exámenes toxicológicos- había consumido cocaína. Bajó al segundo piso y se encontró con Ida, la trabajadora del hogar y cuando le dio la espalda, la agarró a martillazos en la cabeza. Ella cayó al piso y de su cabeza manaba sangre y se veían restos de masa encefálica. Alexandra en ese momento comenzó a llamar a Ida, Climaco le dijo cínicamente 'se ha caído por la escalera', pero ella vio sus manos con sangre. Según el asesino, 'comenzó a gritar, yo le pedía que se calle y al no hacerme caso.' Sin embargo, el policía que llegó después de producido el hecho de sangre afirmó que Climaco le asesitó a la infortunada jovencita ¡¡44 golpes de martillo en la cabeza!! Murió al instante. Luego, como un automata gritó: ¡Sebastián, baja, te llama Alexandra! Cuando su mejor amigo bajó, lo golpeó con fuerza en la cabeza, pero felizmente, este no perdió el conocimiento y pidió ayuda a Carlos, quien llegó justo cuando Climaco iba a rematar a Sebastián. Cuando llegó la policía encontró un cadáver, una mujer cuya vida pendía de un hilo, dos muchachos conmocionados y un agresor que balbuceaba: 'No me acuerdo de nada'. Durante el juicio, que duró 2 años, repetió lo mismo. Los psiquiatras decían que en libertad podía ser un peligro público, porque nunca se arrepintió' Pucha, ese señor 'El Sonámbulo' tiene unas historias terribles. Me voy asustada, cuidense.";"trome";"2021-03-02";"2";"El loco del martillo. Hoy en día, uno pensaría que... M i amigo, el redactor gigantón 'Barney', llegó al restaurante bien protegido, con doble mascarilla y escudo facial, para comer su arroz a la jardinera con pedazo de chanchito al horno y ensaladita de palta, tomate, limón y pepinillos. Para tomar pidió una jarrita de chicha morada. 'María, me encontré temprano con el legendario periodista de policiales, 'El Sonámbulo' 'Gary -me dijo- en julio se cumplen 120 años del terrible crimen del asesino del martillo!', Climaco Basombrio Pendavis, un alumno del colegio 'Santa María', quien en un acto aparentemente inexplicable, asesinó a martillazos a la hermana de su mejor amigo, la guapa adolescente Alexandra Brenes (16) y atacó a la empleada del hogar Ida Merino (28), dejándola desercrbrada, en estado de coma, y a su mejor amigo, Sebastián Brenes (18). El crimen tuvo una increíble cobertura en los medios y me tocó cubrir ese caso que se conoció como 'El loco del martillo'. Aquella noche del 7 de julio del 2001, tres exalumnos de ese exclusivo colegio de Monterrico, se iban a reunir en la casa de uno de ellos para ensayar con su banda de rock subterráneo 'Canchita Serrana'. Sebastián era un buen baterista y 'Cachorro' Carlos Lescano tocaba el bajo. Climaco estaba allí de 'hincha', pues no tocaba ningún instrumento. O se encontraba allí porque estaba enamorado en secreto de la guapa hermanita de su amigo, Alexandra. Los muchachos ensayaron toda la tarde y según la manifestación de Sebastián y Lescano, bajaron a la tienda a comprar cigarros y galletas, ya que estaban con hambre porque fumaron un 'tronchito' de marihuana y estaban con la 'cormelona'. Climaco, según los amigos, estaba algo intranquilo y -de acuerdo a los exámenes toxicológicos- había consumido cocaína. Bajó al segundo piso y se encontró con Ida, la trabajadora del hogar y cuando le dio la espalda, la agarró a martillazos en la cabeza. Ella cayó al piso y de su cabeza manaba sangre y se veían restos de masa encefálica. Alexandra en ese momento comenzó a llamar a Ida, Climaco le dijo cínicamente 'se ha caído por la escalera', pero ella vio sus manos con sangre. Según el asesino, 'comenzó a gritar, yo le pedía que se calle y al no hacerme caso.' Sin embargo, el policía que llegó después de producido el hecho de sangre afirmó que Climaco le asesitó a la infortunada jovencita ¡¡44 golpes de martillo en la cabeza!! Murió al instante. Luego, como un automata gritó: ¡Sebastián, baja, te llama Alexandra! Cuando su mejor amigo bajó, lo golpeó con fuerza en la cabeza, pero felizmente, este no perdió el conocimiento y pidió ayuda a Carlos, quien llegó justo cuando Climaco iba a rematar a Sebastián. Cuando llegó la policía encontró un cadáver, una mujer cuya vida pendía de un hilo, dos muchachos conmocionados y un agresor que balbuceaba: 'No me acuerdo de nada'. Durante el juicio, que duró 2 años, repetió lo mismo. Los psiquiatras decían que en libertad podía ser un peligro público, porque nunca se arrepintió' Pucha, ese señor 'El Sonámbulo' tiene unas historias terribles. Me voy asustada, cuidense.";"0";"1.0";"climaco, amigo, sebastián, martillo, llegó"
