"headline","content","newspaper","date","combined_text","model_0_topic","model_0_topic_label","model_0_prob","model_1_topic","model_1_topic_label","model_1_prob","model_2_topic","model_2_topic_label","model_2_prob"
"MAQUINARIA Las ventas de Ferreycorp caen 21% en primer trimestre","Debido a la menor demanda de la minera y la construcción, las ventas de Ferreycorp cayeron 21% anual en el primer trimestre, informó la empresa. Sin embargo, confía en que se reactivarán proyectos en ambos sectores.","elcomercio",2017-04-27,"MAQUINARIA Las ventas de Ferreycorp caen 21% en primer trimestre. Debido a la menor demanda de la minera y la construcción, las ventas de Ferreycorp cayeron 21% anual en el primer trimestre, informó la empresa. Sin embargo, confía en que se reactivarán proyectos en ambos sectores.","399","minera ilegal, mineros ilegales, mineria ilegal, mineros informales, actividad minera",0.1045,"-1","Unknown",0.026,"-1","Unknown",0.0024
"Producción de cobre sufrirá disrupciones en el 2017","Suspensiones en minas Escondida y Grasberg impulsan precio al alza.  El precio del cobre ha subido 11% en el 2017, el mejor comienzo de año desde el 2012, y el viernes alcanzó US$2,78 la libra, su mayor nivel en los últimos 23 meses según el último reporte de Credicorp Capital y el precio se mantuvo en US$2,77 al cierre de ayer.  Los principales drivers que explican la subida en el precio son la suspensión de la producción en dos de las minas principales productoras del mundo: Grasberg de Freeport-McMoRan en Indonesia y en la mina Escondida de BHP Billiton en Chile.  La minera Freeport-McMoRan suspendió la producción de cobre en la mina Grasberg, ya que aún no ha llegado a un acuerdo con el Gobierno de Indonesia sobre las condiciones para su permiso de minería. El viernes, el yacimiento se quedó sin espacio para almacenar el cobre, por lo que se tuvo que parar la producción.  Por otro lado, en la mina Escondida en Chile, la productora de cobre más grande del mundo, el sindicato de trabajadores inició el jueves una huelga indefinida. La empresa BHP Billiton, accionista mayoritaria, ha declarado fuerza mayor para sus envíos.  Se augura que la huelga en Escondida durará alrededor de 20 días. Incluso, la empresa denunció una irrupción de 300 encapuchados desde el campamento del sindicato que desalojó al personal subcontratista del yacimiento. Toda la situación se mantiene, no ha habido ningún acercamiento. La compañía distrae la atención con este tipo de comunicados, pero ya nos tiene acostumbrados, dijo el portavoz del sindicato, Carlos Allende.","elcomercio",2017-02-14,"Producción de cobre sufrirá disrupciones en el 2017. Suspensiones en minas Escondida y Grasberg impulsan precio al alza.  El precio del cobre ha subido 11% en el 2017, el mejor comienzo de año desde el 2012, y el viernes alcanzó US$2,78 la libra, su mayor nivel en los últimos 23 meses según el último reporte de Credicorp Capital y el precio se mantuvo en US$2,77 al cierre de ayer.  Los principales drivers que explican la subida en el precio son la suspensión de la producción en dos de las minas principales productoras del mundo: Grasberg de Freeport-McMoRan en Indonesia y en la mina Escondida de BHP Billiton en Chile.  La minera Freeport-McMoRan suspendió la producción de cobre en la mina Grasberg, ya que aún no ha llegado a un acuerdo con el Gobierno de Indonesia sobre las condiciones para su permiso de minería. El viernes, el yacimiento se quedó sin espacio para almacenar el cobre, por lo que se tuvo que parar la producción.  Por otro lado, en la mina Escondida en Chile, la productora de cobre más grande del mundo, el sindicato de trabajadores inició el jueves una huelga indefinida. La empresa BHP Billiton, accionista mayoritaria, ha declarado fuerza mayor para sus envíos.  Se augura que la huelga en Escondida durará alrededor de 20 días. Incluso, la empresa denunció una irrupción de 300 encapuchados desde el campamento del sindicato que desalojó al personal subcontratista del yacimiento. Toda la situación se mantiene, no ha habido ningún acercamiento. La compañía distrae la atención con este tipo de comunicados, pero ya nos tiene acostumbrados, dijo el portavoz del sindicato, Carlos Allende.","399","minera ilegal, mineros ilegales, mineria ilegal, mineros informales, actividad minera",0.1698,"-1","Unknown",0.0027,"780","precios cobre, precio cobre, cotizacion cobre, cobre mundo, cobre mas grande",1
"ANALISTAS","Citigroup señala que en el 2017 se registrará el primer déficit de cobre desde el 2011.  Según Goldman Sachs, la continua demanda de China y el cierre de las dos mayores minas del mundo generarán una escasez global del metal rojo.  Barclays indica que disrupciones en Escondida restarán 24 mil TM semanales y podrían generar un déficit este año.","elcomercio",2017-02-14,"ANALISTAS. Citigroup señala que en el 2017 se registrará el primer déficit de cobre desde el 2011.  Según Goldman Sachs, la continua demanda de China y el cierre de las dos mayores minas del mundo generarán una escasez global del metal rojo.  Barclays indica que disrupciones en Escondida restarán 24 mil TM semanales y podrían generar un déficit este año.","399","minera ilegal, mineros ilegales, mineria ilegal, mineros informales, actividad minera",0.1995,"-1","Unknown",0.0204,"780","precios cobre, precio cobre, cotizacion cobre, cobre mundo, cobre mas grande",0.0537
"Por qué se caen los intentos de fusión?","Según Sergio Iván Alvarez, socio de Transaccionista Mayoritaria, ha declarado fuerza mayor para sus envíos.  Se estima que la suspensión de las labores por 20 días en Escondida y un atraso de un mes en las exportaciones de Grasberg generarán una pérdida de producción de casi 100.000 toneladas, las que comprenden 64.000 toneladas de la mina chilena, dijo Goldman Sachs Group Inc.  Según Macquarie Group Ltd., entre los dos conflictos, el de Grasberg será el más difícil de resolver.  Actualmente, el cobre figura tercero entre los contratos de mejor desempeño seguido por el índice de Materias Primas de Bloomberg.","elcomercio",2017-02-14,"Por qué se caen los intentos de fusión?. Según Sergio Iván Alvarez, socio de Transaccionista Mayoritaria, ha declarado fuerza mayor para sus envíos.  Se estima que la suspensión de las labores por 20 días en Escondida y un atraso de un mes en las exportaciones de Grasberg generarán una pérdida de producción de casi 100.000 toneladas, las que comprenden 64.000 toneladas de la mina chilena, dijo Goldman Sachs Group Inc.  Según Macquarie Group Ltd., entre los dos conflictos, el de Grasberg será el más difícil de resolver.  Actualmente, el cobre figura tercero entre los contratos de mejor desempeño seguido por el índice de Materias Primas de Bloomberg.","399","minera ilegal, mineros ilegales, mineria ilegal, mineros informales, actividad minera",0.0369,"-1","Unknown",0.0108,"780","precios cobre, precio cobre, cotizacion cobre, cobre mundo, cobre mas grande",1
"“Toda medida laboral debe tener correlato con el crecimiento” ALFONSO GRADOS Ministro de Trabajo",NA,"elcomercio",2017-05-31,"“Toda medida laboral debe tener correlato con el crecimiento” ALFONSO GRADOS Ministro de Trabajo","420","trabajo promocion empleo, empleo informal, reforma laboral, promocion empleo, informalidad laboral",1,"-1","Unknown",0.0247,"744","reforma laboral, laboral peruana, ministro trabajo, legislacion laboral, derechos laborales",0.052
"Reforma urgente del sistema de CTS","El sistema de CTS necesita una reforma profunda que apunte hacia más libertad. Actualmente, solo afecta a una minoría de ciudadanos con empleo formal. La discusión sobre la CTS debería centrarse en cómo integrar a la mayoría de los trabajadores a la formalidad. Lo importante es reconocer que el sistema requiere cambios significativos y que cualquier reforma debe buscar ofrecer más libertad financiera a los individuos.","elcomercio",2014-05-28,"Reforma urgente del sistema de CTS. El sistema de CTS necesita una reforma profunda que apunte hacia más libertad. Actualmente, solo afecta a una minoría de ciudadanos con empleo formal. La discusión sobre la CTS debería centrarse en cómo integrar a la mayoría de los trabajadores a la formalidad. Lo importante es reconocer que el sistema requiere cambios significativos y que cualquier reforma debe buscar ofrecer más libertad financiera a los individuos.","491","reduccion pobreza, reducir pobreza, tasa pobreza, lucha pobreza, pobreza extrema",0.0668,"360","empresas informales, mercado laboral, salario minimo, informalidad laboral, empleo formal",0.0354,"1259","cts seguro desempleo, seguro desempleo tendria, seguro desempleo es, seguro desempleo, desempleo tendria",0.1301
"Cusco. El Ministerio de Energía y Minas (Minem) aprobó el estudio de impacto ambiental (EIA) presentado por Pluspetrol para ampliar su programa de explotación y desarrollo en el lote 88 de Camisea (Cusco).","Cusco. El Ministerio de Energía y Minas (Minem) aprobó el estudio de impacto ambiental (EIA) presentado por Pluspetrol para ampliar su programa de exploración y desarrollo en el lote 88 de Camisea (Cusco).  En la Resolución Directoral 035-2014, firmada el 27 de enero pasado, el Minem aprobó el EIA que Pluspetrol Per Corporation S.A. presentó el 20 de noviembre del 2012 para expandir sus actividades en el lote 88 de gas natural, ubicado en la cuenca del bajo Urubamba del distrito de Echarate, en la provincia de La Convención (Cusco).  En la resolución se recuerda que Pluspetrol cumplió con el desarrollo de talleres informativos y una audiencia pública para exponer el EIA en las comunidades nativas de Segakiato, Cashiariari y Ticumpinia, ubicadas en Echarate.  También se precisa que el Servicio Nacional de Áreas Naturales Protegidas por el Estado y la Autoridad Nacional del Agua (ANA) emitieron opiniones técnicas a favor del EIA.  Se han cumplido todos los requisitos técnicos y legales exigidos por las normas ambientales que regulan las actividades de hidrocarburos, anota la resolución del Minem.  Pidieron más estudios  El relator para temas indígenas de la ONU, James Anaya, pidió más estudios sobre el impacto del proyecto en la zona.  Mina planea realizar más perforaciones en Caaris  Empresa Candente Copper ya solicitó los permisos ante el Ejecutivo.","elcomercio",2014-01-29,"Cusco. El Ministerio de Energía y Minas (Minem) aprobó el estudio de impacto ambiental (EIA) presentado por Pluspetrol para ampliar su programa de explotación y desarrollo en el lote 88 de Camisea (Cusco).. Cusco. El Ministerio de Energía y Minas (Minem) aprobó el estudio de impacto ambiental (EIA) presentado por Pluspetrol para ampliar su programa de exploración y desarrollo en el lote 88 de Camisea (Cusco).  En la Resolución Directoral 035-2014, firmada el 27 de enero pasado, el Minem aprobó el EIA que Pluspetrol Per Corporation S.A. presentó el 20 de noviembre del 2012 para expandir sus actividades en el lote 88 de gas natural, ubicado en la cuenca del bajo Urubamba del distrito de Echarate, en la provincia de La Convención (Cusco).  En la resolución se recuerda que Pluspetrol cumplió con el desarrollo de talleres informativos y una audiencia pública para exponer el EIA en las comunidades nativas de Segakiato, Cashiariari y Ticumpinia, ubicadas en Echarate.  También se precisa que el Servicio Nacional de Áreas Naturales Protegidas por el Estado y la Autoridad Nacional del Agua (ANA) emitieron opiniones técnicas a favor del EIA.  Se han cumplido todos los requisitos técnicos y legales exigidos por las normas ambientales que regulan las actividades de hidrocarburos, anota la resolución del Minem.  Pidieron más estudios  El relator para temas indígenas de la ONU, James Anaya, pidió más estudios sobre el impacto del proyecto en la zona.  Mina planea realizar más perforaciones en Caaris  Empresa Candente Copper ya solicitó los permisos ante el Ejecutivo.","399","minera ilegal, mineros ilegales, mineria ilegal, mineros informales, actividad minera",0.0219,"-1","Unknown",0.0059,"-1","Unknown",0.0543
"Inversión millonaria","Bravo informó que el megaterminal tendrá una inversión de 22,5 millones de dólares. Fue aprobado por ordenanza regional, pero estaba paralizado por otra norma del Ministerio de Energía y Minas, dijo.","elcomercio",2014-01-29,"Inversión millonaria. Bravo informó que el megaterminal tendrá una inversión de 22,5 millones de dólares. Fue aprobado por ordenanza regional, pero estaba paralizado por otra norma del Ministerio de Energía y Minas, dijo.","399","minera ilegal, mineros ilegales, mineria ilegal, mineros informales, actividad minera",0.0927,"516","contrato concesion, resolucion contrato, contratos concesion, resolver contrato, adenda contrato",0.0466,"-1","Unknown",0.0072
"Esto será lo que distinga a su gestión?","Yo estuve en Gestión de Riesgos al inicio del gobierno, con el ministro [Sergio] Valdés y tuve que coordinar. Igual cuando trabajé en la oficina para la minería ilegal. La tónica para el ministerio será: se identifica el problema, busco la mejor solución y la aplico de inmediato. Las correcciones se hacen en el camino. Si contrato una asesora, me renuevo una vez a la semana para ver las acciones, pasan seis meses y no hemos hecho nada.  El ex ministro Walter Albán dijo que comprarían el 24x24 a 34 mil policías el 1 de julio. Le interesa este tema? Si tuviese la certeza de que al día siguiente de eliminar el 24x24 a 34 mil policías baja la delincuencia, estaría 100% en este tema. Pero así no funcionan las cosas. Más que muchos policías con dedicación exclusiva, necesitamos gente motivada que realmente quiera trabajar. Se está conversando con el equipo del Ministerio de Economía, tiene preguntas muy válidas.  ¿Cuáles son? Vamos a hacer una inversión supermillonaria que tendrá repercusiones en la caja. Economía pregunta si se puede asegurar que este gasto fuerte de S/.280 millones mensuales resolverá el problema de la delincuencia. Si te voy a dar la plata, tengo derecho a preguntarte. Lo otro es que todo el personal policial de este gobierno trabaja en régimen normal, es una cantidad fuerte, entre 25 a 30 mil policías. Economía se pregunta qué pasar cuando se encuentren los dos regímenes en la misma comisaría. Yo gano S/.2.100 y tú S/.3.200 con el 24x24. Hacemos el mismo trabajo, ¿por qué vas a ganar más que yo? También quiero ese sueldo. Ahí comenzará un gran problema porque habrá descontento, es una bomba. El tercer problema es que la ley dice que toda la FF.AA. y la policía debe ganar el mismo sueldo. Todos comenzarán a reclamar.  ¿Está entrampado? No tanto, hay que buscarle la solución. El tema es urgente, pero no puedo esperar que se solucione para actuar. He conversado con el ministro de Economía, con el presidente y estamos de acuerdo.  La adquisición de radios Tetra es un trabajo de escritorio o de acción? Eso es de escritorio. Yo soy un oficial del Ejército especialista en Telecomunicaciones. Nunca he hecho cursos de inteligencia. Tengo una maestría en la Universidad Villareal [no en otra porque no tengo plata para una privada]. Tenemos que culminar la compra de los terminales (radios), faltan 8 mil, e instalar antenas. El Tetra es como el Nextel, puedes hablar por radio o por teléfono. En Lima son 17 antenas, faltan instalar cuatro. El gran reto es instalar antenas en todo el país. He hablado con el presidente sobre esto porque más me asusta este tipo de compras que luchar contra la delincuencia…  Tanto as? Cuando se compran patrulleros o algo hay escándalos terribles. Le propuse al presidente para comprar de gobierno a gobierno… Que también tiene sus bemoles… Pero es más transparente. Me preocupa que digan que haya habido coimas porque yo, con lo poco que he ganado, he vivido siempre decentemente. No quiero coger un sol de nadie. Me considero una persona honrada y quiero seguir así. Al presidente le parece bien, ser igual para los patrulleros. Estamos comenzando a trabajar esto con Francia… Solo con Francia? También con Corea, China y los norteamericanos. La interconexión está en Lima principalmente y no a nivel nacional.  Las comisarías están en un estado desastroso… Hemos creado una comisión de infraestructura en el Ministerio del Interior, con capacidad de gasto. Antes cada comisaría hacía su requerimiento y demoraba… No traer corrupción… Supervisaremos, pues tenemos que luchar contra la burocracia. La otra es seguir con esta y que no avancemos. Ser gente que conozca de construcción, que haga sus contratos, sus gastos. Riesgo hay en todos sitios.  Cómo logró Scar López Meneses esa protección policial? La policía hizo lo correcto, a todos los implicados les dio de baja y los pasó al fiscal, esto ya está judicializado. No tengo la relación, ¿qué más sanción que la baja? De acuerdo a las investigaciones, la orden parece que salió de uno de los generales.  De verdad no recuerda la gestión de Fernando Rospigliosi? No. Ser porque soy militar y me fijo más en el Ministerio de Defensa. Él tiene derecho a opinar.  Hay voluntad para capturar a Martín Belaunde Lossio o cuentan que sea amigo de la pareja presidencial? Hasta ahora lo único que he recibido del presidente son exigencias y exigencias. Se está buscando a él y a [Rodolfo] Orellana. Cada uno tiene su equipo de búsqueda. Suponemos que están en el país y que no han salido. Estoy exigiendo su captura.  En el caso Hugo Bustos, usted no tiene ventaja ante la familia por ser ministro? Estoy en investigación y no puedo hablar mucho de ello. Esta familia ha realizado una cruzada para buscar justicia. Los testigos identificaron a los culpables, la señora también. Durante 25 años no me implicaron y ahora recién aparece un testigo. Iré cuando se me convoca. Yo no he violado los derechos humanos.  El periodista Phillip Butters denunció que lo ‘chuponeaban’. Él estuvo acá, dio nombres públicamente, me parece abusivo, todos tenemos familia. Pedí la prueba del polígrafo, la hicimos. Me acabaron de entregar los resultados y salí negativa. Quienes están en el aeropuerto también están pasando por el polígrafo.","elcomercio",2014-07-06,"Esto será lo que distinga a su gestión?. Yo estuve en Gestión de Riesgos al inicio del gobierno, con el ministro [Sergio] Valdés y tuve que coordinar. Igual cuando trabajé en la oficina para la minería ilegal. La tónica para el ministerio será: se identifica el problema, busco la mejor solución y la aplico de inmediato. Las correcciones se hacen en el camino. Si contrato una asesora, me renuevo una vez a la semana para ver las acciones, pasan seis meses y no hemos hecho nada.  El ex ministro Walter Albán dijo que comprarían el 24x24 a 34 mil policías el 1 de julio. Le interesa este tema? Si tuviese la certeza de que al día siguiente de eliminar el 24x24 a 34 mil policías baja la delincuencia, estaría 100% en este tema. Pero así no funcionan las cosas. Más que muchos policías con dedicación exclusiva, necesitamos gente motivada que realmente quiera trabajar. Se está conversando con el equipo del Ministerio de Economía, tiene preguntas muy válidas.  ¿Cuáles son? Vamos a hacer una inversión supermillonaria que tendrá repercusiones en la caja. Economía pregunta si se puede asegurar que este gasto fuerte de S/.280 millones mensuales resolverá el problema de la delincuencia. Si te voy a dar la plata, tengo derecho a preguntarte. Lo otro es que todo el personal policial de este gobierno trabaja en régimen normal, es una cantidad fuerte, entre 25 a 30 mil policías. Economía se pregunta qué pasar cuando se encuentren los dos regímenes en la misma comisaría. Yo gano S/.2.100 y tú S/.3.200 con el 24x24. Hacemos el mismo trabajo, ¿por qué vas a ganar más que yo? También quiero ese sueldo. Ahí comenzará un gran problema porque habrá descontento, es una bomba. El tercer problema es que la ley dice que toda la FF.AA. y la policía debe ganar el mismo sueldo. Todos comenzarán a reclamar.  ¿Está entrampado? No tanto, hay que buscarle la solución. El tema es urgente, pero no puedo esperar que se solucione para actuar. He conversado con el ministro de Economía, con el presidente y estamos de acuerdo.  La adquisición de radios Tetra es un trabajo de escritorio o de acción? Eso es de escritorio. Yo soy un oficial del Ejército especialista en Telecomunicaciones. Nunca he hecho cursos de inteligencia. Tengo una maestría en la Universidad Villareal [no en otra porque no tengo plata para una privada]. Tenemos que culminar la compra de los terminales (radios), faltan 8 mil, e instalar antenas. El Tetra es como el Nextel, puedes hablar por radio o por teléfono. En Lima son 17 antenas, faltan instalar cuatro. El gran reto es instalar antenas en todo el país. He hablado con el presidente sobre esto porque más me asusta este tipo de compras que luchar contra la delincuencia…  Tanto as? Cuando se compran patrulleros o algo hay escándalos terribles. Le propuse al presidente para comprar de gobierno a gobierno… Que también tiene sus bemoles… Pero es más transparente. Me preocupa que digan que haya habido coimas porque yo, con lo poco que he ganado, he vivido siempre decentemente. No quiero coger un sol de nadie. Me considero una persona honrada y quiero seguir así. Al presidente le parece bien, ser igual para los patrulleros. Estamos comenzando a trabajar esto con Francia… Solo con Francia? También con Corea, China y los norteamericanos. La interconexión está en Lima principalmente y no a nivel nacional.  Las comisarías están en un estado desastroso… Hemos creado una comisión de infraestructura en el Ministerio del Interior, con capacidad de gasto. Antes cada comisaría hacía su requerimiento y demoraba… No traer corrupción… Supervisaremos, pues tenemos que luchar contra la burocracia. La otra es seguir con esta y que no avancemos. Ser gente que conozca de construcción, que haga sus contratos, sus gastos. Riesgo hay en todos sitios.  Cómo logró Scar López Meneses esa protección policial? La policía hizo lo correcto, a todos los implicados les dio de baja y los pasó al fiscal, esto ya está judicializado. No tengo la relación, ¿qué más sanción que la baja? De acuerdo a las investigaciones, la orden parece que salió de uno de los generales.  De verdad no recuerda la gestión de Fernando Rospigliosi? No. Ser porque soy militar y me fijo más en el Ministerio de Defensa. Él tiene derecho a opinar.  Hay voluntad para capturar a Martín Belaunde Lossio o cuentan que sea amigo de la pareja presidencial? Hasta ahora lo único que he recibido del presidente son exigencias y exigencias. Se está buscando a él y a [Rodolfo] Orellana. Cada uno tiene su equipo de búsqueda. Suponemos que están en el país y que no han salido. Estoy exigiendo su captura.  En el caso Hugo Bustos, usted no tiene ventaja ante la familia por ser ministro? Estoy en investigación y no puedo hablar mucho de ello. Esta familia ha realizado una cruzada para buscar justicia. Los testigos identificaron a los culpables, la señora también. Durante 25 años no me implicaron y ahora recién aparece un testigo. Iré cuando se me convoca. Yo no he violado los derechos humanos.  El periodista Phillip Butters denunció que lo ‘chuponeaban’. Él estuvo acá, dio nombres públicamente, me parece abusivo, todos tenemos familia. Pedí la prueba del polígrafo, la hicimos. Me acabaron de entregar los resultados y salí negativa. Quienes están en el aeropuerto también están pasando por el polígrafo.","399","minera ilegal, mineros ilegales, mineria ilegal, mineros informales, actividad minera",0.059,"-1","Unknown",0.0131,"605","nacional seguridad ciudadana, seguridad ciudadana, policia nacional, inseguridad ciudadana, patrullaje integrado",0.1091
"Protesta de mineros deja dos muertos en Bolivia","La presión hizo que el Gobierno retire un proyecto de ley que es rechazado por los manifestantes.  La Paz [EFE]. El Gobierno y el Congreso de Bolivia paralizaron ayer la aprobación de una nueva ley minera para buscar un acuerdo con las cooperativas del sector tras la muerte de dos mineros que bloqueaban estratégicas carreteras.  La decisión de frenar el tratamiento de la ley ha sido tomada en aras del restablecimiento de la normalidad del país y para evitar que se produzcan acciones violentas e innecesarias por parte de los cooperativistas mineros, sostuvo el ministro de la Presidencia Juan Ramón Quintana.  Casi al mismo tiempo, el titular de Gobierno (Interior), Carlos Romero, confirmó la muerte de dos mineros durante los enfrentamientos entre la policía y los obreros que se produjeron el lunes.  Ambas muertes se debieron a disparos por arma de fuego, según los dirigentes de las cooperativas.  La legislación, que fue aprobada el viernes por la Cámara de Diputados y era tratada por el Senado, establece que las cooperativas que emplean a decenas de miles de mineros perderían su derecho a asociarse con empresas privadas locales o extranjeras para explotar yacimientos, lo que las dejaría sin financiamiento para el desarrollo de las minas.","elcomercio",2014-04-02,"Protesta de mineros deja dos muertos en Bolivia. La presión hizo que el Gobierno retire un proyecto de ley que es rechazado por los manifestantes.  La Paz [EFE]. El Gobierno y el Congreso de Bolivia paralizaron ayer la aprobación de una nueva ley minera para buscar un acuerdo con las cooperativas del sector tras la muerte de dos mineros que bloqueaban estratégicas carreteras.  La decisión de frenar el tratamiento de la ley ha sido tomada en aras del restablecimiento de la normalidad del país y para evitar que se produzcan acciones violentas e innecesarias por parte de los cooperativistas mineros, sostuvo el ministro de la Presidencia Juan Ramón Quintana.  Casi al mismo tiempo, el titular de Gobierno (Interior), Carlos Romero, confirmó la muerte de dos mineros durante los enfrentamientos entre la policía y los obreros que se produjeron el lunes.  Ambas muertes se debieron a disparos por arma de fuego, según los dirigentes de las cooperativas.  La legislación, que fue aprobada el viernes por la Cámara de Diputados y era tratada por el Senado, establece que las cooperativas que emplean a decenas de miles de mineros perderían su derecho a asociarse con empresas privadas locales o extranjeras para explotar yacimientos, lo que las dejaría sin financiamiento para el desarrollo de las minas.","399","minera ilegal, mineros ilegales, mineria ilegal, mineros informales, actividad minera",0.0526,"278","mesa dialogo, valle tambo, cusco, arequipa, protestas",0.0415,"-1","Unknown",0.005
"Matan en La Pampa a hombre que luchó contra minera ilegal","Alfredo Ernesto Vracko Neuenschwander, dueño de una concesión de reforestación en La Pampa, quien denunció por años invasión de mineros, fue asesinado la noche del jueves 19 en su domicilio, ubicado en el kilómetro 93 de la carretera Interoceánica.  Según testimonio de sus familiares, habría sido amenazado de muerte por mineros ilegales. Su ayudante y el único testigo de la muerte, Randy Yabar (33), narró que entre las 6:30 y 7 p.m. del jueves, dos encapuchados armados irrumpieron en casa de Vracko. Tres disparos acabaron con su vida. Ese mismo día, la Fiscalía Ambiental de Tambopata tenía prevista una operación de desalojo a mineros ilegales que se encontraban en la concesión para forestación y reforestación de 2.543 hectáreas que obtuvo en el 2004.  La diligencia fiscal se frustró sin que Alfredo Vracko fuera notificado, motivo por el cual esperó todo el día en su casa. La investigación de su muerte está a cargo de la Fiscalía Provincial Mixta de Mazuco. Será sepultado en Madre de Dios.  Lucha contra minera ilegal Don Alfredo, como era conocido, impulsó el trabajo formal de la madera, con manejo sostenible y planes de aprovechamiento técnico. Por ello, junto a su familia decidieron formalizar sus tierras, con una concesión para reforestación.  El 20 de junio del 2007, denunció por primera vez la invasión de mineros ilegales en su concesión ante el Gobierno Regional de Madre de Dios. Además, lo denunció ante el Organismo de Supervisión de los Recursos Forestales y de Fauna Silvestre (OSINFOR). Pese a ello, no obtuvo respuesta.  Al mando de la Federación de Concesionarios de Reforestación de Madre de Dios [Foremad], mi padre lideró una lucha para proteger las áreas de concesión en La Pampa y recibió amenazas, resaltó a este Diario su hijo Freddy Vracko.  Este es el precio de cuidar el bosque. Mi hermano denunciaba la invasión minera, pero nadie le hizo caso, dijo su hermano Puby Vracko, quien añadió que hay cuatro máquinas de ilegales en la concesión.","elcomercio",2015-11-21,"Matan en La Pampa a hombre que luchó contra minera ilegal. Alfredo Ernesto Vracko Neuenschwander, dueño de una concesión de reforestación en La Pampa, quien denunció por años invasión de mineros, fue asesinado la noche del jueves 19 en su domicilio, ubicado en el kilómetro 93 de la carretera Interoceánica.  Según testimonio de sus familiares, habría sido amenazado de muerte por mineros ilegales. Su ayudante y el único testigo de la muerte, Randy Yabar (33), narró que entre las 6:30 y 7 p.m. del jueves, dos encapuchados armados irrumpieron en casa de Vracko. Tres disparos acabaron con su vida. Ese mismo día, la Fiscalía Ambiental de Tambopata tenía prevista una operación de desalojo a mineros ilegales que se encontraban en la concesión para forestación y reforestación de 2.543 hectáreas que obtuvo en el 2004.  La diligencia fiscal se frustró sin que Alfredo Vracko fuera notificado, motivo por el cual esperó todo el día en su casa. La investigación de su muerte está a cargo de la Fiscalía Provincial Mixta de Mazuco. Será sepultado en Madre de Dios.  Lucha contra minera ilegal Don Alfredo, como era conocido, impulsó el trabajo formal de la madera, con manejo sostenible y planes de aprovechamiento técnico. Por ello, junto a su familia decidieron formalizar sus tierras, con una concesión para reforestación.  El 20 de junio del 2007, denunció por primera vez la invasión de mineros ilegales en su concesión ante el Gobierno Regional de Madre de Dios. Además, lo denunció ante el Organismo de Supervisión de los Recursos Forestales y de Fauna Silvestre (OSINFOR). Pese a ello, no obtuvo respuesta.  Al mando de la Federación de Concesionarios de Reforestación de Madre de Dios [Foremad], mi padre lideró una lucha para proteger las áreas de concesión en La Pampa y recibió amenazas, resaltó a este Diario su hijo Freddy Vracko.  Este es el precio de cuidar el bosque. Mi hermano denunciaba la invasión minera, pero nadie le hizo caso, dijo su hermano Puby Vracko, quien añadió que hay cuatro máquinas de ilegales en la concesión.","399","minera ilegal, mineros ilegales, mineria ilegal, mineros informales, actividad minera",0.2915,"-1","Unknown",0.0173,"-1","Unknown",0.0257
