"headline","content","newspaper","date","combined_text","model_0_topic","model_0_topic_label","model_0_prob","model_1_topic","model_1_topic_label","model_1_prob","model_2_topic","model_2_topic_label","model_2_prob","year"
"’Miss Bumbum’ sin siliconas ni cirugías","La quinta edición del concurso Miss Bumbum, donde se elige a la mujer con el ‘mejor pompis’, entra a su recta final en Brasil, donde se presentaron 27 candidatas. De este grupo solo quedarán 15, las que disputarán el cetro el 9 de noviembre. Ellas deberán demostrar que su ‘derriére’ es producto de la naturaleza y no el resultado de cirugías ni de otro tipo de ayuda artificial. Se puede apoyar a su favorita votando en missbumbumbrasil.com.br.","trome",2015-08-25,"’Miss Bumbum’ sin siliconas ni cirugías. La quinta edición del concurso Miss Bumbum, donde se elige a la mujer con el ‘mejor pompis’, entra a su recta final en Brasil, donde se presentaron 27 candidatas. De este grupo solo quedarán 15, las que disputarán el cetro el 9 de noviembre. Ellas deberán demostrar que su ‘derriére’ es producto de la naturaleza y no el resultado de cirugías ni de otro tipo de ayuda artificial. Se puede apoyar a su favorita votando en missbumbumbrasil.com.br.","1796","comercial gamarra victoria, miss colita gamarra, gamarra victoria, miss bikini, miss gamarra","0.1327","1035","cantante, mejor, feliz, afirmo, gusta","0.0442","-1","Unknown","0.0059","2015"
"Fallo prudente: ¿Debe indemnizar por despido en periodo de prueba?","Imaginemos que su hijo lleva seis años trabajando en la empresa A y lo hace de modo eficiente. Incluso, le hacen firmar un contrato por tiempo indefinido. Sin embargo, de pronto, aparece la empresa B, que le ofrece el oro y el moro. Su hijo, tras meditar la decisión, renuncia a la empresa A y, luego de tres días, comienza a trabajar para la empresa B. Finalmente, transcurridos 2 meses y 14 días, la empresa B lo despide sin indicarle causa alguna. Perdón, sí le da una causa. Le dice: Se terminó la confianza.  Seguro usted como padre tomaría nota de por lo menos tres cosas. Primero: su hijo venía trabajando bien en la empresa A y fue la empresa B la que hizo ciertos ofrecimientos para convencerlo de que cambie de trabajo. Segundo: su hijo renunció para ser trabajador de la empresa B. Tercero: lo han despedido sin causa alguna. De ello concluiría: La empresa B ha generado un daño a mi hijo (lo hicieron renunciar y luego lo despidieron, dejándolo sin trabajo).  Por su parte, la empresa B cuestiona esta idea. Toda empresa tiene hasta tres meses para evaluar a un trabajador, dado que se encuentra en el llamado período de prueba. De esta forma, la empresa B estaría en todo su derecho de despedir al trabajador sin señalarle causa alguna.  La Corte Suprema en una casación reciente, publicada el 30 de septiembre del 2015 (7095-2014), ha tenido que resolver el caso planteado. La resolución le da la razón al trabajador y obliga a la empresa B a pagar una indemnización de daños y perjuicios. Algunos medios periodísticos señalan que es un fallo controversial; sin embargo, no es así.  ¿Por qué la Corte Suprema no eligió los argumentos de defensa de la empresa? Porque no se trata de un caso de período de prueba. No se está resarciendo el despido sin causa, sino se está resarciendo la frustración del proyecto laboral que esta persona tenía en la empresa A (en el proceso prueba su capacidad y experiencia con resultados positivos durante seis años). La corte en ningún momento cuestiona la legalidad de un despido sin causa durante el período de prueba. Es más, lo reconoce como viable. Lo que sí cuestiona es que en este caso concreto al trabajador se le ha frustrado el proyecto laboral que tenía en la empresa A al no cumplir con todo lo ofrecido. Se repara un daño, distinto al solo hecho de dejarlo sin trabajo.  La clave que cierra todo este asunto es que la empresa B debió cumplir el contrato que suscribió, en la medida en que toda relación contractual se rige por reglas de buena fe. Las partes se deben un respeto mutuo y deben cumplir lo pactado, salvo razones objetivas que lo impidan (razones que no se han alegado y menos probado en este caso). Y agregaría algo más: si bien el despido sin causa es un acto admitido legalmente dentro del período de prueba, ello no puede generar usos abusivos como la frustración de una carrera laboral sin más (artículo 103 de la Constitución).  En otras palabras, el fallo de la Corte Suprema es equilibrado y prudente. Por un lado, no cuestiona el despido sin causa durante el período de prueba. Pero, por otro, pone un límite a este derecho cuando a través de un despido sin causa se busca perpetrar un daño a un trabajador. Este es, a fin de cuentas, el papel del derecho: hacer que las normas se ajusten al sentido común.","elcomercio",2015-10-09,"Fallo prudente: ¿Debe indemnizar por despido en periodo de prueba?. Imaginemos que su hijo lleva seis años trabajando en la empresa A y lo hace de modo eficiente. Incluso, le hacen firmar un contrato por tiempo indefinido. Sin embargo, de pronto, aparece la empresa B, que le ofrece el oro y el moro. Su hijo, tras meditar la decisión, renuncia a la empresa A y, luego de tres días, comienza a trabajar para la empresa B. Finalmente, transcurridos 2 meses y 14 días, la empresa B lo despide sin indicarle causa alguna. Perdón, sí le da una causa. Le dice: Se terminó la confianza.  Seguro usted como padre tomaría nota de por lo menos tres cosas. Primero: su hijo venía trabajando bien en la empresa A y fue la empresa B la que hizo ciertos ofrecimientos para convencerlo de que cambie de trabajo. Segundo: su hijo renunció para ser trabajador de la empresa B. Tercero: lo han despedido sin causa alguna. De ello concluiría: La empresa B ha generado un daño a mi hijo (lo hicieron renunciar y luego lo despidieron, dejándolo sin trabajo).  Por su parte, la empresa B cuestiona esta idea. Toda empresa tiene hasta tres meses para evaluar a un trabajador, dado que se encuentra en el llamado período de prueba. De esta forma, la empresa B estaría en todo su derecho de despedir al trabajador sin señalarle causa alguna.  La Corte Suprema en una casación reciente, publicada el 30 de septiembre del 2015 (7095-2014), ha tenido que resolver el caso planteado. La resolución le da la razón al trabajador y obliga a la empresa B a pagar una indemnización de daños y perjuicios. Algunos medios periodísticos señalan que es un fallo controversial; sin embargo, no es así.  ¿Por qué la Corte Suprema no eligió los argumentos de defensa de la empresa? Porque no se trata de un caso de período de prueba. No se está resarciendo el despido sin causa, sino se está resarciendo la frustración del proyecto laboral que esta persona tenía en la empresa A (en el proceso prueba su capacidad y experiencia con resultados positivos durante seis años). La corte en ningún momento cuestiona la legalidad de un despido sin causa durante el período de prueba. Es más, lo reconoce como viable. Lo que sí cuestiona es que en este caso concreto al trabajador se le ha frustrado el proyecto laboral que tenía en la empresa A al no cumplir con todo lo ofrecido. Se repara un daño, distinto al solo hecho de dejarlo sin trabajo.  La clave que cierra todo este asunto es que la empresa B debió cumplir el contrato que suscribió, en la medida en que toda relación contractual se rige por reglas de buena fe. Las partes se deben un respeto mutuo y deben cumplir lo pactado, salvo razones objetivas que lo impidan (razones que no se han alegado y menos probado en este caso). Y agregaría algo más: si bien el despido sin causa es un acto admitido legalmente dentro del período de prueba, ello no puede generar usos abusivos como la frustración de una carrera laboral sin más (artículo 103 de la Constitución).  En otras palabras, el fallo de la Corte Suprema es equilibrado y prudente. Por un lado, no cuestiona el despido sin causa durante el período de prueba. Pero, por otro, pone un límite a este derecho cuando a través de un despido sin causa se busca perpetrar un daño a un trabajador. Este es, a fin de cuentas, el papel del derecho: hacer que las normas se ajusten al sentido común.","284","empleo informal, trabajadores informales, informalidad laboral, empleo formal, promocion empleo","0.0889","313","reforma laboral, ley laboral, entidades empleadoras, ministerio trabajo, contratacion","1","-1","Unknown","0.0429","2015"
"El reto más grande de la minería es generar confianza","A propósito de los recientes comentarios del ministro de Energía y Minas sobre los principales desafíos que enfrenta la minería en el país, entre los cuales mencionó la implementación de programas de gestión ambiental y de responsabilidad social, cabe poner sobre la mesa el importante reto que significa crear un ambiente de confianza entre las empresas mineras y la población en general; y, en particular, entre ellas y las personas que se encuentran en las áreas de influencia de sus proyectos.  Nos entusiasma, en este sentido, la nueva política de responsabilidad social que está comenzando a desplegar este Gobierno. El principal problema que tiene la minería en el Perú, dijo el profesor David Brereton de la Universidad de Queensland, es que la población no confía en las empresas mineras y, peor aún, muchas veces tampoco lo hace en los instrumentos de gestión ambiental y social aprobados por el Gobierno (que debe seguir trabajando como lo viene haciendo para cambiar esa percepción). Los ejemplos más evidentes de este lastimamiento son Tía María y Conga, que no despegaron cuando hubiéramos querido y en los que se debe trabajar para reconstruir la confianza.  El Gobierno debe enfocarse en mejorar la calidad de vida de las personas dentro de las áreas de influencia de los proyectos mineros, empezando por atender sus necesidades básicas. Es de esperar que las empresas aprecien ese liderazgo y profundicen las acciones de responsabilidad social que ya vienen llevando a cabo, adaptándolas a este nuevo paradigma. Así todos ganan.  La comunicación es el instrumento fundamental para generar confianza. Sugerimos dar un enfoque mucho más humano a los mensajes, tanto al hablar de un proyecto específico como a nivel macro, para que todos entendamos que la minería no solamente es moneda de cambio para el desarrollo de nuestro país y el cumplimiento de las metas que este Gobierno se ha trazado, sino que es para cada uno de nosotros.  Tomemos ejemplos de la vida real. Expliquemos cómo un proyecto ha generado bienestar para una persona en particular, con nombre y apellido. Aprendamos de la Sociedad Nacional de Minería de Chile, que invirtió en programas de televisión que permitieron, con ejemplos concretos, transmitir el orgullo que se debe sentir por una actividad que ha contribuido al desarrollo de nuestro vecino país.  Escuchemos que la confianza se construye con el tiempo y que un error nos puede llevar a perderla de un minuto a otro. Que ese riesgo no nos paralice. Ponámonos a trabajar activamente en generar confianza en la minería.","gestion",2016-10-17,"El reto más grande de la minería es generar confianza. A propósito de los recientes comentarios del ministro de Energía y Minas sobre los principales desafíos que enfrenta la minería en el país, entre los cuales mencionó la implementación de programas de gestión ambiental y de responsabilidad social, cabe poner sobre la mesa el importante reto que significa crear un ambiente de confianza entre las empresas mineras y la población en general; y, en particular, entre ellas y las personas que se encuentran en las áreas de influencia de sus proyectos.  Nos entusiasma, en este sentido, la nueva política de responsabilidad social que está comenzando a desplegar este Gobierno. El principal problema que tiene la minería en el Perú, dijo el profesor David Brereton de la Universidad de Queensland, es que la población no confía en las empresas mineras y, peor aún, muchas veces tampoco lo hace en los instrumentos de gestión ambiental y social aprobados por el Gobierno (que debe seguir trabajando como lo viene haciendo para cambiar esa percepción). Los ejemplos más evidentes de este lastimamiento son Tía María y Conga, que no despegaron cuando hubiéramos querido y en los que se debe trabajar para reconstruir la confianza.  El Gobierno debe enfocarse en mejorar la calidad de vida de las personas dentro de las áreas de influencia de los proyectos mineros, empezando por atender sus necesidades básicas. Es de esperar que las empresas aprecien ese liderazgo y profundicen las acciones de responsabilidad social que ya vienen llevando a cabo, adaptándolas a este nuevo paradigma. Así todos ganan.  La comunicación es el instrumento fundamental para generar confianza. Sugerimos dar un enfoque mucho más humano a los mensajes, tanto al hablar de un proyecto específico como a nivel macro, para que todos entendamos que la minería no solamente es moneda de cambio para el desarrollo de nuestro país y el cumplimiento de las metas que este Gobierno se ha trazado, sino que es para cada uno de nosotros.  Tomemos ejemplos de la vida real. Expliquemos cómo un proyecto ha generado bienestar para una persona en particular, con nombre y apellido. Aprendamos de la Sociedad Nacional de Minería de Chile, que invirtió en programas de televisión que permitieron, con ejemplos concretos, transmitir el orgullo que se debe sentir por una actividad que ha contribuido al desarrollo de nuestro vecino país.  Escuchemos que la confianza se construye con el tiempo y que un error nos puede llevar a perderla de un minuto a otro. Que ese riesgo no nos paralice. Ponámonos a trabajar activamente en generar confianza en la minería.","685","mineria ilegal, minera ilegal, ley mineria, mineros ilegales, formalizacion minera","0,085","-1","Unknown","0,0019","-1","Unknown","0,0015","2016"
"Requisito para avanzar","Los consensos mínimos son imprescindibles — El conjunto de reformas del Estado (servicio civil, carrera magisterial, salud, polícia, Poder Judicial, presupuesto por resultados, simplificación administrativa, etc.) exige consensos mínimos para avanzar con viabilidad. También la indispensable reforma política. Inversión no debe parar Los necesarios grandes proyectos mineros — También seria vital un acuerdo en torno a la necesidad de sacar adelante grandes proyectos mineros como Conga y Tambo Grande, y atraer más inversión minera, a ﬁn de compensar la baja de los precios y aumentar los ingresos redistribuibles. Lo que ha comenzado como una maniobra del gobierno para recuperar aprobación puede desembocar en algo que el país necesita: un consenso político en torno a esas reformas, que son laboriosas y en algunos casos engendran resistencias. El más claro es la reforma laboral, pero para eso hay que tener claro que la lealtad es con los millones de informales excluidos y no con las escudadas –aunque organizadas– dirigencias sindicales. Y saber que hay consenso en torno a ella. El consenso ayuda.","elcomercio",2013-08-23,"Requisito para avanzar. Los consensos mínimos son imprescindibles — El conjunto de reformas del Estado (servicio civil, carrera magisterial, salud, polícia, Poder Judicial, presupuesto por resultados, simplificación administrativa, etc.) exige consensos mínimos para avanzar con viabilidad. También la indispensable reforma política. Inversión no debe parar Los necesarios grandes proyectos mineros — También seria vital un acuerdo en torno a la necesidad de sacar adelante grandes proyectos mineros como Conga y Tambo Grande, y atraer más inversión minera, a ﬁn de compensar la baja de los precios y aumentar los ingresos redistribuibles. Lo que ha comenzado como una maniobra del gobierno para recuperar aprobación puede desembocar en algo que el país necesita: un consenso político en torno a esas reformas, que son laboriosas y en algunos casos engendran resistencias. El más claro es la reforma laboral, pero para eso hay que tener claro que la lealtad es con los millones de informales excluidos y no con las escudadas –aunque organizadas– dirigencias sindicales. Y saber que hay consenso en torno a ella. El consenso ayuda.","298","minera ilegal, mineria ilegal, mineros ilegales, formalizacion minera, formalizacion mineria","0.0338","-1","Unknown","0.0141","-1","Unknown","0.0066","2013"
"Invierno y Promoción del empleo (MTPE)","Actualmente la legislación peruana tipifica el trabajo a tiempo parcial en una fórmula muy restrictiva, que no permite el desarrollo de los empleos de medio tiempo o part-time. Solo se calcula como unidad de medida el día laborado. Por tanto, se considera que el trabajo parcial es solo de cuatro horas cada día. Tenemos mucha juventud que podría trabajar solo determinados días de la semana, por ejemplo, fines de semana, afirmó para explicar un proyecto de ley que viene trabajando hace algún tiempo.  Empleo formal puede aumentar en comercio y servicios. Aunque el proyecto aún no ha sido aprobado, el ministro Grados aseguró que están buscando consensos para modificar la normativa y graduar el trabajo a tiempo parcial en jornadas semanales. Un trabajador que labore menos de 24 horas a la semana podría calificar para el tiempo parcial, y eso le dará un margen ampliado para entrar al mercado formalmente, según el proyecto listo en septiembre. Además, adelantó que en la segunda parte del año estarán publicando protocolos de intervención adecuados a distintas actividades económicas. También informó que la Sunafil estará ajustándose a las normas.","correo",2017-08-29,"Invierno y Promoción del empleo (MTPE). Actualmente la legislación peruana tipifica el trabajo a tiempo parcial en una fórmula muy restrictiva, que no permite el desarrollo de los empleos de medio tiempo o part-time. Solo se calcula como unidad de medida el día laborado. Por tanto, se considera que el trabajo parcial es solo de cuatro horas cada día. Tenemos mucha juventud que podría trabajar solo determinados días de la semana, por ejemplo, fines de semana, afirmó para explicar un proyecto de ley que viene trabajando hace algún tiempo.  Empleo formal puede aumentar en comercio y servicios. Aunque el proyecto aún no ha sido aprobado, el ministro Grados aseguró que están buscando consensos para modificar la normativa y graduar el trabajo a tiempo parcial en jornadas semanales. Un trabajador que labore menos de 24 horas a la semana podría calificar para el tiempo parcial, y eso le dará un margen ampliado para entrar al mercado formalmente, según el proyecto listo en septiembre. Además, adelantó que en la segunda parte del año estarán publicando protocolos de intervención adecuados a distintas actividades económicas. También informó que la Sunafil estará ajustándose a las normas.","16","tasa desempleo, informalidad laboral, trabajo promocion empleo, promocion empleo mtpe, promocion empleo","0.1995","-1","Unknown","0.0054","258","ministro trabajo promocion, consejo nacional trabajo, ministerio trabajo promocion, ministro trabajo, ministerio trabajo","0.115","2017"
"Apurmac pide mejorar normas de minería informal","El presidente regional de Apurmac, Elías Segovia, propuso al Poder Ejecutivo mejorar las normas que impulsan la formalización de los mineros y acogerlas a su gerencias que le brindan los gobiernos regionales. Precisó en RPP que la solución a este problema —que es económico y no social— se podría dar por el lado de impulsar la asociación de los Concesionarios —que tienen la autorización de Ingemmet— con los mineros ilegales. Según Segovia, a partir de la apertura de la ventanilla única, se iniciaron los problemas porque un aproximado de 500 mil personas se inscribieron como mineros artesanales sin presentar un documento que lo avale. En tanto, el viceministro de Minas, Guillermo Shinno, desmintió lo dicho por el presidente regional de Apurmac, Elías Segovia, asegurando que los gobiernos regionales tienen la competencia de realizar la formalización minera y depurar a las personas que no cumplen con los requisitos establecidos.","gestion",2013-10-03,"Apurmac pide mejorar normas de minería informal. El presidente regional de Apurmac, Elías Segovia, propuso al Poder Ejecutivo mejorar las normas que impulsan la formalización de los mineros y acogerlas a su gerencias que le brindan los gobiernos regionales. Precisó en RPP que la solución a este problema —que es económico y no social— se podría dar por el lado de impulsar la asociación de los Concesionarios —que tienen la autorización de Ingemmet— con los mineros ilegales. Según Segovia, a partir de la apertura de la ventanilla única, se iniciaron los problemas porque un aproximado de 500 mil personas se inscribieron como mineros artesanales sin presentar un documento que lo avale. En tanto, el viceministro de Minas, Guillermo Shinno, desmintió lo dicho por el presidente regional de Apurmac, Elías Segovia, asegurando que los gobiernos regionales tienen la competencia de realizar la formalización minera y depurar a las personas que no cumplen con los requisitos establecidos.","685","mineria ilegal, minera ilegal, ley mineria, mineros ilegales, formalizacion minera","0,2302","-1","Unknown","0,0055","1238","recuperacion economia espanola, crecimiento economia espanola, economia espanola, economia espanola ha, recesion espana","0,0595","2013"
"Ciudades que suben y bajan en empleo","Según el MTPE, Moquegua y Piura encabezaron los mayores crecimientos del empleo, mientras que Talara y Pisco están al otro lado de la tabla que ocurrió?","gestion",2015-11-30,"Ciudades que suben y bajan en empleo. Según el MTPE, Moquegua y Piura encabezaron los mayores crecimientos del empleo, mientras que Talara y Pisco están al otro lado de la tabla que ocurrió?","919","crecimiento empleo, mensual empleo, variacion mensual empleo, ingreso promedio trabajadores, empleo informal","1","527","promedio mensual, jovenes, ingreso promedio, ingreso promedio mensual, trimestres moviles","0,1339","857","centros comerciales, centro comercial, mall aventura plaza, mall aventura, plaza vea","0,0411","2015"
"MINISTERIO DEL INTERIOR DARÁ SEGURIDAD A ALCALDES AMENAZADOS","Ante las amenazas que vienen recibiendo las autoridades ediles de La Victoria y Bellavista (Callao) por mafias, el Ministerio del Interior (Mininter) realizará labores preventivas y de inteligencia en estos distritos, anunció Carlos Morán, titular de dicho sector. ‘Nos hemos reunido en mi despacho con los alcaldes de La Victoria y del Callao. Ellos han heredado gestiones muy complicadas en las que las mafias se han enquistado. Hemos decidido priorizar una atención especial a estos alcaldes, porque tienen los mayores problemas’, explicó. Morn detalló, durante la reunión que sostuvo con los congresistas de la Comisión de Defensa, que han trazado estrategias específicas y, eventualmente, realizarán intervenciones policiales en zonas como el damero de Gamarra. ‘Los alcaldes (Daniel Malpartida, de Bellavista, y George Forsyth, de La Victoria) van a tener la seguridad especial que contempla la ley’, señaló. La Municipalidad de La Victoria informó que, en coordinación con el Mininter, la Policía y la Fiscalía, alistan un megaoperativo en el emporio comercial para retirar a los ambulantes. Además, la comuna precisó que continúan las amenazas a Forsyth por serenos despedidos y personas que hostigan sus actividades.","ojo",2019-01-23,"MINISTERIO DEL INTERIOR DARÁ SEGURIDAD A ALCALDES AMENAZADOS. Ante las amenazas que vienen recibiendo las autoridades ediles de La Victoria y Bellavista (Callao) por mafias, el Ministerio del Interior (Mininter) realizará labores preventivas y de inteligencia en estos distritos, anunció Carlos Morán, titular de dicho sector. ‘Nos hemos reunido en mi despacho con los alcaldes de La Victoria y del Callao. Ellos han heredado gestiones muy complicadas en las que las mafias se han enquistado. Hemos decidido priorizar una atención especial a estos alcaldes, porque tienen los mayores problemas’, explicó. Morn detalló, durante la reunión que sostuvo con los congresistas de la Comisión de Defensa, que han trazado estrategias específicas y, eventualmente, realizarán intervenciones policiales en zonas como el damero de Gamarra. ‘Los alcaldes (Daniel Malpartida, de Bellavista, y George Forsyth, de La Victoria) van a tener la seguridad especial que contempla la ley’, señaló. La Municipalidad de La Victoria informó que, en coordinación con el Mininter, la Policía y la Fiscalía, alistan un megaoperativo en el emporio comercial para retirar a los ambulantes. Además, la comuna precisó que continúan las amenazas a Forsyth por serenos despedidos y personas que hostigan sus actividades.","-1","Unknown","0.0019","755","patrullaje integrado, patrullaje, seguridad ciudadana, gerente seguridad ciudadana, patrulleros","0.1345","1339","avenida aviacion, alcalde victoria, municipalidad victoria, alcalde victoria george, comerciantes informales","0.0821","2019"
"Golpe a la minera ilegal","Acción en Tambopata. Autoridades realizan por primera vez interdicción minera en reserva nacional de Madre de Dios.  Francesca García Delgado. Una imagen satelital captada en la selva de Madre de Dios en noviembre del 2015 [difundida por la Asociación para la Conservación de la Cuenca Amazónica (ACCA)] alertó sobre el ingreso de mineros ilegales a la Reserva Nacional de Tambopata. Los impactos sobre la ribera del río Malinowski y la deforestación al borde de la zona intangible probó que los ilegales son una amenaza patente.  El jueves último, dos meses después de la alerta, las autoridades ingresaron hasta la zona denominada A7, en Tambopata, y destruyeron maquinaria y combustible valorizados en S/1500.000. Esta es la primera vez que se realiza una interdicción minera dentro de una reserva nacional.  Victor Hugo Macedo, jefe de la Reserva Nacional de Tambopata del Servicio Nacional de Áreas Naturales Protegidas (SERNANP), explicó a El Comercio que la importancia de esta operación radica en que Tambopata representa el 5,9% del total de reservas nacionales y es una de las áreas con mayor biodiversidad del Perú y del mundo.  Precisó que si bien la acción fue planeada con información brindada por inteligencia de la Marina y datos de los guardabosques, la cantidad de maquinaria y personas dedicadas a la actividad ilegal encontradas en la zona A7 (denominada así por las autoridades) fue mayor, tanto que no pudieron continuar hasta la zona A8.  El riesgo es que esta incursión ilegal marque un precedente para futuras invasiones en otras zonas protegidas, dijo. Macedo estimó que la zona dañada por la utilización de metales como el mercurio es de aproximadamente un kilómetro en el lecho del río, además del daño ambiental a los bosques aledaños y las especies que viven en ellos.  Pedro Solano, director de la Sociedad Peruana de Derecho Ambiental (SPDA), consideró oportuna la interdicción. Sin embargo, dijo que lo ocurrido en Tambopata demuestra que es necesaria una mayor vigilancia en las áreas protegidas del país.  Vulnerable. En noviembre del 2015, un equipo de El Comercio denunció el ingreso de minería ilegal en el área protegida de Tambopata.  Intervención en la reserva nacional de Tambopata.  Datos:  Puesto de vigilancia Otorongo Sector de la Laguna Destrucción de 15 balsas mineras y 10 motores Reserva Nacional de Tambopata A8 A7 Zona de intervención de motores y balsas Puesto de vigilancia Azul Río Malinowski Puerto Maldonado  Durante la interdicción en la Reserva Nacional de Tambopata, se destruyeron 50 balsas, 25 motores, 40 tolvas y 1.008 galones de combustible. Participaron en la operación el personal de la Marina, cinco fiscales ambientales y guardaparques de otras zonas reservadas.  Región: Madre de Dios es una de las regiones con más diversidad del país. Según la SPDA, en dos años de actividad minera ilegal se deforestaron más de 2.500 hectáreas en la zona de amortiguamiento de la Reserva Nacional de Tambopata.","elcomercio",2016-01-24,"Golpe a la minera ilegal. Acción en Tambopata. Autoridades realizan por primera vez interdicción minera en reserva nacional de Madre de Dios.  Francesca García Delgado. Una imagen satelital captada en la selva de Madre de Dios en noviembre del 2015 [difundida por la Asociación para la Conservación de la Cuenca Amazónica (ACCA)] alertó sobre el ingreso de mineros ilegales a la Reserva Nacional de Tambopata. Los impactos sobre la ribera del río Malinowski y la deforestación al borde de la zona intangible probó que los ilegales son una amenaza patente.  El jueves último, dos meses después de la alerta, las autoridades ingresaron hasta la zona denominada A7, en Tambopata, y destruyeron maquinaria y combustible valorizados en S/1500.000. Esta es la primera vez que se realiza una interdicción minera dentro de una reserva nacional.  Victor Hugo Macedo, jefe de la Reserva Nacional de Tambopata del Servicio Nacional de Áreas Naturales Protegidas (SERNANP), explicó a El Comercio que la importancia de esta operación radica en que Tambopata representa el 5,9% del total de reservas nacionales y es una de las áreas con mayor biodiversidad del Perú y del mundo.  Precisó que si bien la acción fue planeada con información brindada por inteligencia de la Marina y datos de los guardabosques, la cantidad de maquinaria y personas dedicadas a la actividad ilegal encontradas en la zona A7 (denominada así por las autoridades) fue mayor, tanto que no pudieron continuar hasta la zona A8.  El riesgo es que esta incursión ilegal marque un precedente para futuras invasiones en otras zonas protegidas, dijo. Macedo estimó que la zona dañada por la utilización de metales como el mercurio es de aproximadamente un kilómetro en el lecho del río, además del daño ambiental a los bosques aledaños y las especies que viven en ellos.  Pedro Solano, director de la Sociedad Peruana de Derecho Ambiental (SPDA), consideró oportuna la interdicción. Sin embargo, dijo que lo ocurrido en Tambopata demuestra que es necesaria una mayor vigilancia en las áreas protegidas del país.  Vulnerable. En noviembre del 2015, un equipo de El Comercio denunció el ingreso de minería ilegal en el área protegida de Tambopata.  Intervención en la reserva nacional de Tambopata.  Datos:  Puesto de vigilancia Otorongo Sector de la Laguna Destrucción de 15 balsas mineras y 10 motores Reserva Nacional de Tambopata A8 A7 Zona de intervención de motores y balsas Puesto de vigilancia Azul Río Malinowski Puerto Maldonado  Durante la interdicción en la Reserva Nacional de Tambopata, se destruyeron 50 balsas, 25 motores, 40 tolvas y 1.008 galones de combustible. Participaron en la operación el personal de la Marina, cinco fiscales ambientales y guardaparques de otras zonas reservadas.  Región: Madre de Dios es una de las regiones con más diversidad del país. Según la SPDA, en dos años de actividad minera ilegal se deforestaron más de 2.500 hectáreas en la zona de amortiguamiento de la Reserva Nacional de Tambopata.","-1","Unknown","0.0747","205","minera ilegal, tala ilegal, mineros ilegales, mineria ilegal, nacional areas naturales","1","330","mineria ilegal, formalizacion minera, mineros ilegales, formalizacion mineria, mineros informales","0.201","2016"
"Fiscalizadores en huelga exigen mejores condiciones laborales","Fiscales del Ministerio del Trabajo realizaron un plantón frente al ministerio en el primer día de huelga nacional indefinida, a fin de exigir mejoras laborales.","ojo",2018-06-26,"Fiscalizadores en huelga exigen mejores condiciones laborales. Fiscales del Ministerio del Trabajo realizaron un plantón frente al ministerio en el primer día de huelga nacional indefinida, a fin de exigir mejoras laborales.","1048","trabajadoras hogar, leyes laborales, trabajo promocion empleo, trabajadores sector publico, informalidad laboral","1","748","profesores huelga, ministra educacion, miles maestros, mil docentes, regional educacion","0.0536","1386","censos nacionales, censo nacional, estado civil reniec, registro nacional identificacion, instituto nacional estadistica","0.0347","2018"
NA,"En general es informal en general, el sector construcción no escapa a ello y también hay un componente que supera el 60% de producción informal de vivienda. Por eso es que nosotros decimos que se ejecuten proyectos inmobiliarios porque es difícil —y hasta injusto— dejarle a la gente que haga su casa.  ¿Qué hacer? Como dije, hay que hacer ciudades, especialmente viviendas seguras sea una política de Estado; la gobernación, además, que mejore el acceso al suelo. Pero lo más importante es mucha campaña educativa respecto a la formalidad. En la cámara vamos a lanzar un portal para transferir información a los constructores, para que mejoren la técnica de construcción. También tenemos un comité de proveedores que está trabajando en la formalización de materiales.","gestion",2019-10-30,"En general es informal en general, el sector construcción no escapa a ello y también hay un componente que supera el 60% de producción informal de vivienda. Por eso es que nosotros decimos que se ejecuten proyectos inmobiliarios porque es difícil —y hasta injusto— dejarle a la gente que haga su casa.  ¿Qué hacer? Como dije, hay que hacer ciudades, especialmente viviendas seguras sea una política de Estado; la gobernación, además, que mejore el acceso al suelo. Pero lo más importante es mucha campaña educativa respecto a la formalidad. En la cámara vamos a lanzar un portal para transferir información a los constructores, para que mejoren la técnica de construcción. También tenemos un comité de proveedores que está trabajando en la formalización de materiales.","691","empleo informal, informalidad laboral, empleo formal empresas, trabajadores informales, formalizacion laboral","0,0457","-1","Unknown","0,0086","-1","Unknown","2e-04","2019"
"PRODUCCIÓN DE CAFÉ AUMENTÓ EN 12 REGIONES","El Instituto Nacional de  Estadística e Informática (INEI) informó que la producción de café aumentó en 12 regiones en julio de 2016, entre ellas  Junín, San Martín y Cajamarca, aportando el 54.2% del total.","correo",2016-09-25,"PRODUCCIÓN DE CAFÉ AUMENTÓ EN 12 REGIONES. El Instituto Nacional de  Estadística e Informática (INEI) informó que la producción de café aumentó en 12 regiones en julio de 2016, entre ellas  Junín, San Martín y Cajamarca, aportando el 54.2% del total.","16","tasa desempleo, informalidad laboral, trabajo promocion empleo, promocion empleo mtpe, promocion empleo","0.2148","-1","Unknown","0.0389","21","asociacion exportadores adex, exportadores adex, exportaciones peruanas, segun asociacion exportadores, exportaciones tradicionales","0.0073","2016"
